1, swamp, biomesoplenty:bayou, CREATURE, alexsmobs:alligator_snapping_turtle,20,1,2
14543, taiga, biomesoplenty:dead_forest, MONSTER, insects_recrafted:centipede,10,1,2
14544, desert, biomesoplenty:dryland, MONSTER, insects_recrafted:centipede,10,1,2
14545, beach, biomesoplenty:dune_beach, MONSTER, insects_recrafted:centipede,10,1,2
14546, nether, biomesoplenty:erupting_inferno, MONSTER, insects_recrafted:centipede,10,1,2
14547, taiga, biomesoplenty:field, MONSTER, insects_recrafted:centipede,10,1,2
14548, taiga, biomesoplenty:fir_clearing, MONSTER, insects_recrafted:centipede,10,1,2
14549, jungle, biomesoplenty:floodplain, MONSTER, insects_recrafted:centipede,10,1,2
14550, none, biomesoplenty:forested_field, MONSTER, insects_recrafted:centipede,10,1,2
14551, jungle, biomesoplenty:fungal_jungle, MONSTER, insects_recrafted:centipede,10,1,2
14552, none, biomesoplenty:glowing_grotto, MONSTER, insects_recrafted:centipede,10,1,2
14553, none, biomesoplenty:grassland, MONSTER, insects_recrafted:centipede,10,1,2
14554, none, biomesoplenty:highland, MONSTER, insects_recrafted:centipede,10,1,2
14555, extreme_hills, biomesoplenty:jade_cliffs, MONSTER, insects_recrafted:centipede,10,1,2
14556, none, biomesoplenty:lavender_field, MONSTER, insects_recrafted:centipede,10,1,2
14557, none, biomesoplenty:lavender_forest, MONSTER, insects_recrafted:centipede,10,1,2
14558, desert, biomesoplenty:lush_desert, MONSTER, insects_recrafted:centipede,10,1,2
14559, savanna, biomesoplenty:lush_savanna, MONSTER, insects_recrafted:centipede,10,1,2
14560, taiga, biomesoplenty:maple_woods, MONSTER, insects_recrafted:centipede,10,1,2
14561, swamp, biomesoplenty:marsh, MONSTER, insects_recrafted:centipede,10,1,2
14562, forest, biomesoplenty:mediterranean_forest, MONSTER, insects_recrafted:centipede,10,1,2
14563, none, biomesoplenty:moor, MONSTER, insects_recrafted:centipede,10,1,2
14564, none, biomesoplenty:muskeg, MONSTER, insects_recrafted:centipede,10,1,2
14565, forest, biomesoplenty:mystic_grove, MONSTER, insects_recrafted:centipede,10,1,2
14566, taiga, biomesoplenty:old_growth_dead_forest, MONSTER, insects_recrafted:centipede,10,1,2
14567, none, biomesoplenty:old_growth_woodland, MONSTER, insects_recrafted:centipede,10,1,2
14568, taiga, biomesoplenty:ominous_woods, MONSTER, insects_recrafted:centipede,10,1,2
14569, forest, biomesoplenty:orchard, MONSTER, insects_recrafted:centipede,10,1,2
14570, none, biomesoplenty:origin_valley, MONSTER, insects_recrafted:centipede,10,1,2
14571, none, biomesoplenty:pasture, MONSTER, insects_recrafted:centipede,10,1,2
14572, plains, biomesoplenty:prairie, MONSTER, insects_recrafted:centipede,10,1,2
14573, forest, biomesoplenty:pumpkin_patch, MONSTER, insects_recrafted:centipede,10,1,2
14574, jungle, biomesoplenty:rainforest, MONSTER, insects_recrafted:centipede,10,1,2
14575, forest, biomesoplenty:redwood_forest, MONSTER, insects_recrafted:centipede,10,1,2
14576, jungle, biomesoplenty:rocky_rainforest, MONSTER, insects_recrafted:centipede,10,1,2
14577, none, biomesoplenty:rocky_shrubland, MONSTER, insects_recrafted:centipede,10,1,2
14578, savanna, biomesoplenty:scrubland, MONSTER, insects_recrafted:centipede,10,1,2
14579, forest, biomesoplenty:seasonal_forest, MONSTER, insects_recrafted:centipede,10,1,2
14580, forest, biomesoplenty:seasonal_orchard, MONSTER, insects_recrafted:centipede,10,1,2
14581, plains, biomesoplenty:shrubland, MONSTER, insects_recrafted:centipede,10,1,2
14582, none, biomesoplenty:snowblossom_grove, MONSTER, insects_recrafted:centipede,10,1,2
14583, none, biomesoplenty:snowy_coniferous_forest, MONSTER, insects_recrafted:centipede,10,1,2
14584, none, biomesoplenty:snowy_fir_clearing, MONSTER, insects_recrafted:centipede,10,1,2
14585, none, biomesoplenty:snowy_maple_woods, MONSTER, insects_recrafted:centipede,10,1,2
14586, none, biomesoplenty:spider_nest, MONSTER, insects_recrafted:centipede,10,1,2
14587, none, biomesoplenty:tropics, MONSTER, insects_recrafted:centipede,10,1,2
14588, taiga, biomesoplenty:tundra, MONSTER, insects_recrafted:centipede,10,1,2
14589, nether, biomesoplenty:undergrowth, MONSTER, insects_recrafted:centipede,10,1,2
14590, nether, biomesoplenty:visceral_heap, MONSTER, insects_recrafted:centipede,10,1,2
14591, none, biomesoplenty:volcanic_plains, MONSTER, insects_recrafted:centipede,10,1,2
14592, none, biomesoplenty:volcano, MONSTER, insects_recrafted:centipede,10,1,2
14593, none, biomesoplenty:wasteland, MONSTER, insects_recrafted:centipede,10,1,2
14594, none, biomesoplenty:wasteland_steppe, MONSTER, insects_recrafted:centipede,10,1,2
14595, swamp, biomesoplenty:wetland, MONSTER, insects_recrafted:centipede,10,1,2
14596, nether, biomesoplenty:withered_abyss, MONSTER, insects_recrafted:centipede,10,1,2
14597, forest, biomesoplenty:woodland, MONSTER, insects_recrafted:centipede,10,1,2
14598, none, biomeswevegone:amaranth_grassland, MONSTER, insects_recrafted:centipede,10,1,2
14599, savanna, biomeswevegone:araucaria_savanna, MONSTER, insects_recrafted:centipede,10,1,2
14600, forest, biomeswevegone:aspen_boreal, MONSTER, insects_recrafted:centipede,10,1,2
14601, none, biomeswevegone:atacama_outback, MONSTER, insects_recrafted:centipede,10,1,2
14602, savanna, biomeswevegone:baobab_savanna, MONSTER, insects_recrafted:centipede,10,1,2
14603, beach, biomeswevegone:basalt_barrera, MONSTER, insects_recrafted:centipede,10,1,2
14604, none, biomeswevegone:bayou, MONSTER, insects_recrafted:centipede,10,1,2
14605, forest, biomeswevegone:black_forest, MONSTER, insects_recrafted:centipede,10,1,2
14606, forest, biomeswevegone:canadian_shield, MONSTER, insects_recrafted:centipede,10,1,2
14607, forest, biomeswevegone:cika_woods, MONSTER, insects_recrafted:centipede,10,1,2
14608, none, biomeswevegone:coconino_meadow, MONSTER, insects_recrafted:centipede,10,1,2
14609, forest, biomeswevegone:coniferous_forest, MONSTER, insects_recrafted:centipede,10,1,2
14610, jungle, biomeswevegone:crag_gardens, MONSTER, insects_recrafted:centipede,10,1,2
14611, none, biomeswevegone:crimson_tundra, MONSTER, insects_recrafted:centipede,10,1,2
14612, none, biomeswevegone:cypress_swamplands, MONSTER, insects_recrafted:centipede,10,1,2
14613, forest, biomeswevegone:dacite_ridges, MONSTER, insects_recrafted:centipede,10,1,2
14614, beach, biomeswevegone:dacite_shore, MONSTER, insects_recrafted:centipede,10,1,2
14615, ocean, biomeswevegone:dead_sea, MONSTER, insects_recrafted:centipede,10,1,2
14616, forest, biomeswevegone:ebony_woods, MONSTER, insects_recrafted:centipede,10,1,2
14617, forest, biomeswevegone:enchanted_tangle, MONSTER, insects_recrafted:centipede,10,1,2
14618, forest, biomeswevegone:eroded_borealis, MONSTER, insects_recrafted:centipede,10,1,2
14619, none, biomeswevegone:firecracker_chaparral, MONSTER, insects_recrafted:centipede,10,1,2
14620, forest, biomeswevegone:forgotten_forest, MONSTER, insects_recrafted:centipede,10,1,2
14621, jungle, biomeswevegone:fragment_jungle, MONSTER, insects_recrafted:centipede,10,1,2
14622, forest, biomeswevegone:frosted_coniferous_forest, MONSTER, insects_recrafted:centipede,10,1,2
14623, icy, biomeswevegone:frosted_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14624, forest, biomeswevegone:howling_peaks, MONSTER, insects_recrafted:centipede,10,1,2
14625, savanna, biomeswevegone:ironwood_gour, MONSTER, insects_recrafted:centipede,10,1,2
14626, jungle, biomeswevegone:jacaranda_jungle, MONSTER, insects_recrafted:centipede,10,1,2
14627, ocean, biomeswevegone:lush_stacks, MONSTER, insects_recrafted:centipede,10,1,2
14628, taiga, biomeswevegone:maple_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14629, desert, biomeswevegone:mojave_desert, MONSTER, insects_recrafted:centipede,10,1,2
14630, forest, biomeswevegone:orchard, MONSTER, insects_recrafted:centipede,10,1,2
14631, forest, biomeswevegone:overgrowth_woodlands, MONSTER, insects_recrafted:centipede,10,1,2
14632, none, biomeswevegone:prairie, MONSTER, insects_recrafted:centipede,10,1,2
14633, none, biomeswevegone:pumpkin_valley, MONSTER, insects_recrafted:centipede,10,1,2
14634, beach, biomeswevegone:rainbow_beach, MONSTER, insects_recrafted:centipede,10,1,2
14635, badlands, biomeswevegone:red_rock_valley, MONSTER, insects_recrafted:centipede,10,1,2
14636, forest, biomeswevegone:redwood_thicket, MONSTER, insects_recrafted:centipede,10,1,2
14637, none, biomeswevegone:rose_fields, MONSTER, insects_recrafted:centipede,10,1,2
14638, desert, biomeswevegone:rugged_badlands, MONSTER, insects_recrafted:centipede,10,1,2
14639, forest, biomeswevegone:sakura_grove, MONSTER, insects_recrafted:centipede,10,1,2
14640, none, biomeswevegone:shattered_glacier, MONSTER, insects_recrafted:centipede,10,1,2
14641, badlands, biomeswevegone:sierra_badlands, MONSTER, insects_recrafted:centipede,10,1,2
14642, forest, biomeswevegone:skyrise_vale, MONSTER, insects_recrafted:centipede,10,1,2
14643, plains, biomeswevegone:temperate_grove, MONSTER, insects_recrafted:centipede,10,1,2
14644, jungle, biomeswevegone:tropical_rainforest, MONSTER, insects_recrafted:centipede,10,1,2
14645, forest, biomeswevegone:weeping_witch_forest, MONSTER, insects_recrafted:centipede,10,1,2
14646, none, biomeswevegone:white_mangrove_marshes, MONSTER, insects_recrafted:centipede,10,1,2
14647, none, biomeswevegone:windswept_desert, MONSTER, insects_recrafted:centipede,10,1,2
14648, forest, biomeswevegone:zelkova_forest, MONSTER, insects_recrafted:centipede,10,1,2
14649, none, blueprint:original_source_marker, MONSTER, insects_recrafted:centipede,10,1,2
14650, none, galosphere:crystal_canyons, MONSTER, insects_recrafted:centipede,10,1,2
14651, none, galosphere:lichen_caves, MONSTER, insects_recrafted:centipede,10,1,2
14652, none, galosphere:pink_salt_caves, MONSTER, insects_recrafted:centipede,10,1,2
14653, none, goodending:marshy_swamp, MONSTER, insects_recrafted:centipede,10,1,2
14654, forest, goodending:oak_hammock_forest, MONSTER, insects_recrafted:centipede,10,1,2
14655, badlands, minecraft:badlands, MONSTER, insects_recrafted:centipede,10,1,2
14656, jungle, minecraft:bamboo_jungle, MONSTER, insects_recrafted:centipede,10,1,2
14657, nether, minecraft:basalt_deltas, MONSTER, insects_recrafted:centipede,10,1,2
14658, beach, minecraft:beach, MONSTER, insects_recrafted:centipede,10,1,2
14659, forest, minecraft:birch_forest, MONSTER, insects_recrafted:centipede,10,1,2
14660, extreme_hills, minecraft:cherry_grove, MONSTER, insects_recrafted:centipede,10,1,2
14661, ocean, minecraft:cold_ocean, MONSTER, insects_recrafted:centipede,10,1,2
14662, nether, minecraft:crimson_forest, MONSTER, insects_recrafted:centipede,10,1,2
14663, forest, minecraft:dark_forest, MONSTER, insects_recrafted:centipede,10,1,2
14664, ocean, minecraft:deep_cold_ocean, MONSTER, insects_recrafted:centipede,10,1,2
14665, none, minecraft:deep_dark, MONSTER, insects_recrafted:centipede,10,1,2
14666, ocean, minecraft:deep_frozen_ocean, MONSTER, insects_recrafted:centipede,10,1,2
14667, ocean, minecraft:deep_lukewarm_ocean, MONSTER, insects_recrafted:centipede,10,1,2
14668, ocean, minecraft:deep_ocean, MONSTER, insects_recrafted:centipede,10,1,2
14669, desert, minecraft:desert, MONSTER, insects_recrafted:centipede,10,1,2
14670, none, minecraft:dripstone_caves, MONSTER, insects_recrafted:centipede,10,1,2
14671, the_end, minecraft:end_barrens, MONSTER, insects_recrafted:centipede,10,1,2
14672, the_end, minecraft:end_highlands, MONSTER, insects_recrafted:centipede,10,1,2
14673, the_end, minecraft:end_midlands, MONSTER, insects_recrafted:centipede,10,1,2
14674, badlands, minecraft:eroded_badlands, MONSTER, insects_recrafted:centipede,10,1,2
14675, forest, minecraft:flower_forest, MONSTER, insects_recrafted:centipede,10,1,2
14676, forest, minecraft:forest, MONSTER, insects_recrafted:centipede,10,1,2
14677, ocean, minecraft:frozen_ocean, MONSTER, insects_recrafted:centipede,10,1,2
14678, extreme_hills, minecraft:frozen_peaks, MONSTER, insects_recrafted:centipede,10,1,2
14679, river, minecraft:frozen_river, MONSTER, insects_recrafted:centipede,10,1,2
14680, forest, minecraft:grove, MONSTER, insects_recrafted:centipede,10,1,2
14681, none, minecraft:ice_spikes, MONSTER, insects_recrafted:centipede,10,1,2
14682, extreme_hills, minecraft:jagged_peaks, MONSTER, insects_recrafted:centipede,10,1,2
14683, jungle, minecraft:jungle, MONSTER, insects_recrafted:centipede,10,1,2
14684, ocean, minecraft:lukewarm_ocean, MONSTER, insects_recrafted:centipede,10,1,2
14685, none, minecraft:lush_caves, MONSTER, insects_recrafted:centipede,10,1,2
14686, swamp, minecraft:mangrove_swamp, MONSTER, insects_recrafted:centipede,10,1,2
14687, plains, minecraft:meadow, MONSTER, insects_recrafted:centipede,10,1,2
14688, none, minecraft:mushroom_fields, MONSTER, insects_recrafted:centipede,10,1,2
14689, nether, minecraft:nether_wastes, MONSTER, insects_recrafted:centipede,10,1,2
14690, ocean, minecraft:ocean, MONSTER, insects_recrafted:centipede,10,1,2
14691, forest, minecraft:old_growth_birch_forest, MONSTER, insects_recrafted:centipede,10,1,2
14692, taiga, minecraft:old_growth_pine_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14693, taiga, minecraft:old_growth_spruce_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14694, plains, minecraft:plains, MONSTER, insects_recrafted:centipede,10,1,2
14695, river, minecraft:river, MONSTER, insects_recrafted:centipede,10,1,2
14696, savanna, minecraft:savanna, MONSTER, insects_recrafted:centipede,10,1,2
14697, savanna, minecraft:savanna_plateau, MONSTER, insects_recrafted:centipede,10,1,2
14698, the_end, minecraft:small_end_islands, MONSTER, insects_recrafted:centipede,10,1,2
14699, beach, minecraft:snowy_beach, MONSTER, insects_recrafted:centipede,10,1,2
14700, icy, minecraft:snowy_plains, MONSTER, insects_recrafted:centipede,10,1,2
14701, extreme_hills, minecraft:snowy_slopes, MONSTER, insects_recrafted:centipede,10,1,2
14702, taiga, minecraft:snowy_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14703, nether, minecraft:soul_sand_valley, MONSTER, insects_recrafted:centipede,10,1,2
14704, jungle, minecraft:sparse_jungle, MONSTER, insects_recrafted:centipede,10,1,2
14705, extreme_hills, minecraft:stony_peaks, MONSTER, insects_recrafted:centipede,10,1,2
14706, none, minecraft:stony_shore, MONSTER, insects_recrafted:centipede,10,1,2
14707, none, minecraft:sunflower_plains, MONSTER, insects_recrafted:centipede,10,1,2
14708, swamp, minecraft:swamp, MONSTER, insects_recrafted:centipede,10,1,2
14709, taiga, minecraft:taiga, MONSTER, insects_recrafted:centipede,10,1,2
14710, the_end, minecraft:the_end, MONSTER, insects_recrafted:centipede,10,1,2
14711, none, minecraft:the_void, MONSTER, insects_recrafted:centipede,10,1,2
14712, ocean, minecraft:warm_ocean, MONSTER, insects_recrafted:centipede,10,1,2
14713, nether, minecraft:warped_forest, MONSTER, insects_recrafted:centipede,10,1,2
14714, none, minecraft:windswept_forest, MONSTER, insects_recrafted:centipede,10,1,2
14715, none, minecraft:windswept_gravelly_hills, MONSTER, insects_recrafted:centipede,10,1,2
14716, none, minecraft:windswept_hills, MONSTER, insects_recrafted:centipede,10,1,2
14717, savanna, minecraft:windswept_savanna, MONSTER, insects_recrafted:centipede,10,1,2
14718, badlands, minecraft:wooded_badlands, MONSTER, insects_recrafted:centipede,10,1,2
14719, none, quark:glimmering_weald, MONSTER, insects_recrafted:centipede,10,1,2
14720, forest, regions_unexplored:alpha_grove, MONSTER, insects_recrafted:centipede,10,1,2
14721, none, regions_unexplored:ancient_delta, MONSTER, insects_recrafted:centipede,10,1,2
14722, extreme_hills, regions_unexplored:arid_mountains, MONSTER, insects_recrafted:centipede,10,1,2
14723, none, regions_unexplored:ashen_woodland, MONSTER, insects_recrafted:centipede,10,1,2
14724, forest, regions_unexplored:autumnal_maple_forest, MONSTER, insects_recrafted:centipede,10,1,2
14725, forest, regions_unexplored:bamboo_forest, MONSTER, insects_recrafted:centipede,10,1,2
14726, savanna, regions_unexplored:baobab_savanna, MONSTER, insects_recrafted:centipede,10,1,2
14727, none, regions_unexplored:barley_fields, MONSTER, insects_recrafted:centipede,10,1,2
14728, swamp, regions_unexplored:bayou, MONSTER, insects_recrafted:centipede,10,1,2
14729, none, regions_unexplored:bioshroom_caves, MONSTER, insects_recrafted:centipede,10,1,2
14730, nether, regions_unexplored:blackstone_basin, MONSTER, insects_recrafted:centipede,10,1,2
14731, taiga, regions_unexplored:blackwood_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14732, taiga, regions_unexplored:boreal_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14733, none, regions_unexplored:chalk_cliffs, MONSTER, insects_recrafted:centipede,10,1,2
14734, none, regions_unexplored:clover_plains, MONSTER, insects_recrafted:centipede,10,1,2
14735, icy, regions_unexplored:cold_boreal_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14736, none, regions_unexplored:cold_deciduous_forest, MONSTER, insects_recrafted:centipede,10,1,2
14737, river, regions_unexplored:cold_river, MONSTER, insects_recrafted:centipede,10,1,2
14738, forest, regions_unexplored:deciduous_forest, MONSTER, insects_recrafted:centipede,10,1,2
14739, savanna, regions_unexplored:dry_bushland, MONSTER, insects_recrafted:centipede,10,1,2
14740, jungle, regions_unexplored:eucalyptus_forest, MONSTER, insects_recrafted:centipede,10,1,2
14741, swamp, regions_unexplored:fen, MONSTER, insects_recrafted:centipede,10,1,2
14742, none, regions_unexplored:flower_fields, MONSTER, insects_recrafted:centipede,10,1,2
14743, none, regions_unexplored:frozen_pine_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14744, icy, regions_unexplored:frozen_tundra, MONSTER, insects_recrafted:centipede,10,1,2
14745, swamp, regions_unexplored:fungal_fen, MONSTER, insects_recrafted:centipede,10,1,2
14746, nether, regions_unexplored:glistering_meadow, MONSTER, insects_recrafted:centipede,10,1,2
14747, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14748, plains, regions_unexplored:grassland, MONSTER, insects_recrafted:centipede,10,1,2
14749, beach, regions_unexplored:grassy_beach, MONSTER, insects_recrafted:centipede,10,1,2
14750, beach, regions_unexplored:gravel_beach, MONSTER, insects_recrafted:centipede,10,1,2
14751, plains, regions_unexplored:highland_fields, MONSTER, insects_recrafted:centipede,10,1,2
14752, ocean, regions_unexplored:hyacinth_deeps, MONSTER, insects_recrafted:centipede,10,1,2
14753, extreme_hills, regions_unexplored:icy_heights, MONSTER, insects_recrafted:centipede,10,1,2
14754, nether, regions_unexplored:infernal_holt, MONSTER, insects_recrafted:centipede,10,1,2
14755, desert, regions_unexplored:joshua_desert, MONSTER, insects_recrafted:centipede,10,1,2
14756, forest, regions_unexplored:magnolia_woodland, MONSTER, insects_recrafted:centipede,10,1,2
14757, forest, regions_unexplored:maple_forest, MONSTER, insects_recrafted:centipede,10,1,2
14758, swamp, regions_unexplored:marsh, MONSTER, insects_recrafted:centipede,10,1,2
14759, forest, regions_unexplored:mauve_hills, MONSTER, insects_recrafted:centipede,10,1,2
14760, extreme_hills, regions_unexplored:mountains, MONSTER, insects_recrafted:centipede,10,1,2
14761, river, regions_unexplored:muddy_river, MONSTER, insects_recrafted:centipede,10,1,2
14762, nether, regions_unexplored:mycotoxic_undergrowth, MONSTER, insects_recrafted:centipede,10,1,2
14763, swamp, regions_unexplored:old_growth_bayou, MONSTER, insects_recrafted:centipede,10,1,2
14764, forest, regions_unexplored:orchard, MONSTER, insects_recrafted:centipede,10,1,2
14765, none, regions_unexplored:outback, MONSTER, insects_recrafted:centipede,10,1,2
14766, none, regions_unexplored:pine_slopes, MONSTER, insects_recrafted:centipede,10,1,2
14767, taiga, regions_unexplored:pine_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14768, none, regions_unexplored:poppy_fields, MONSTER, insects_recrafted:centipede,10,1,2
14769, plains, regions_unexplored:prairie, MONSTER, insects_recrafted:centipede,10,1,2
14770, none, regions_unexplored:prismachasm, MONSTER, insects_recrafted:centipede,10,1,2
14771, none, regions_unexplored:pumpkin_fields, MONSTER, insects_recrafted:centipede,10,1,2
14772, jungle, regions_unexplored:rainforest, MONSTER, insects_recrafted:centipede,10,1,2
14773, nether, regions_unexplored:redstone_abyss, MONSTER, insects_recrafted:centipede,10,1,2
14774, none, regions_unexplored:redstone_caves, MONSTER, insects_recrafted:centipede,10,1,2
14775, taiga, regions_unexplored:redwoods, MONSTER, insects_recrafted:centipede,10,1,2
14776, plains, regions_unexplored:rocky_meadow, MONSTER, insects_recrafted:centipede,10,1,2
14777, ocean, regions_unexplored:rocky_reef, MONSTER, insects_recrafted:centipede,10,1,2
14778, none, regions_unexplored:saguaro_desert, MONSTER, insects_recrafted:centipede,10,1,2
14779, none, regions_unexplored:scorching_caves, MONSTER, insects_recrafted:centipede,10,1,2
14780, none, regions_unexplored:shrubland, MONSTER, insects_recrafted:centipede,10,1,2
14781, forest, regions_unexplored:silver_birch_forest, MONSTER, insects_recrafted:centipede,10,1,2
14782, jungle, regions_unexplored:sparse_rainforest, MONSTER, insects_recrafted:centipede,10,1,2
14783, taiga, regions_unexplored:sparse_redwoods, MONSTER, insects_recrafted:centipede,10,1,2
14784, none, regions_unexplored:spires, MONSTER, insects_recrafted:centipede,10,1,2
14785, savanna, regions_unexplored:steppe, MONSTER, insects_recrafted:centipede,10,1,2
14786, forest, regions_unexplored:temperate_grove, MONSTER, insects_recrafted:centipede,10,1,2
14787, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, insects_recrafted:centipede,10,1,2
14788, river, regions_unexplored:tropical_river, MONSTER, insects_recrafted:centipede,10,1,2
14789, none, regions_unexplored:tropics, MONSTER, insects_recrafted:centipede,10,1,2
14790, forest, regions_unexplored:willow_forest, MONSTER, insects_recrafted:centipede,10,1,2
14791, none, spawn:ant_gardens, MONSTER, insects_recrafted:centipede,10,1,2
14792, none, terrablender:deferred_placeholder, MONSTER, insects_recrafted:centipede,10,1,2
14793, none, terralith:alpha_islands, MONSTER, insects_recrafted:centipede,10,1,2
14794, none, terralith:alpha_islands_winter, MONSTER, insects_recrafted:centipede,10,1,2
14795, forest, terralith:alpine_grove, MONSTER, insects_recrafted:centipede,10,1,2
14796, none, terralith:alpine_highlands, MONSTER, insects_recrafted:centipede,10,1,2
14797, jungle, terralith:amethyst_canyon, MONSTER, insects_recrafted:centipede,10,1,2
14798, jungle, terralith:amethyst_rainforest, MONSTER, insects_recrafted:centipede,10,1,2
14799, none, terralith:ancient_sands, MONSTER, insects_recrafted:centipede,10,1,2
14800, none, terralith:arid_highlands, MONSTER, insects_recrafted:centipede,10,1,2
14801, none, terralith:ashen_savanna, MONSTER, insects_recrafted:centipede,10,1,2
14802, none, terralith:basalt_cliffs, MONSTER, insects_recrafted:centipede,10,1,2
14803, forest, terralith:birch_taiga, MONSTER, insects_recrafted:centipede,10,1,2
14804, plains, terralith:blooming_plateau, MONSTER, insects_recrafted:centipede,10,1,2
14805, none, terralith:blooming_valley, MONSTER, insects_recrafted:centipede,10,1,2
14806, none, terralith:brushland, MONSTER, insects_recrafted:centipede,10,1,2
14807, badlands, terralith:bryce_canyon, MONSTER, insects_recrafted:centipede,10,1,2
14808, extreme_hills, terralith:caldera, MONSTER, insects_recrafted:centipede,10,1,2
14809, none, terralith:cave/andesite_caves, MONSTER, insects_recrafted:centipede,10,1,2
14810, none, terralith:cave/crystal_caves, MONSTER, insects_recrafted:centipede,10,1,2
14811, none, terralith:cave/deep_caves, MONSTER, insects_recrafted:centipede,10,1,2
14812, none, terralith:cave/desert_caves, MONSTER, insects_recrafted:centipede,10,1,2
14813, none, terralith:cave/diorite_caves, MONSTER, insects_recrafted:centipede,10,1,2
14814, none, terralith:cave/frostfire_caves, MONSTER, insects_recrafted:centipede,10,1,2
14815, none, terralith:cave/fungal_caves, MONSTER, insects_recrafted:centipede,10,1,2
14816, none, terralith:cave/granite_caves, MONSTER, insects_recrafted:centipede,10,1,2
14817, none, terralith:cave/ice_caves, MONSTER, insects_recrafted:centipede,10,1,2
14818, none, terralith:cave/infested_caves, MONSTER, insects_recrafted:centipede,10,1,2
14819, none, terralith:cave/mantle_caves, MONSTER, insects_recrafted:centipede,10,1,2
14820, none, terralith:cave/thermal_caves, MONSTER, insects_recrafted:centipede,10,1,2
14821, none, terralith:cave/tuff_caves, MONSTER, insects_recrafted:centipede,10,1,2
14822, none, terralith:cave/underground_jungle, MONSTER, insects_recrafted:centipede,10,1,2
14823, forest, terralith:cloud_forest, MONSTER, insects_recrafted:centipede,10,1,2
14824, none, terralith:cold_shrubland, MONSTER, insects_recrafted:centipede,10,1,2
14825, none, terralith:desert_canyon, MONSTER, insects_recrafted:centipede,10,1,2
14826, desert, terralith:desert_oasis, MONSTER, insects_recrafted:centipede,10,1,2
14827, none, terralith:desert_spires, MONSTER, insects_recrafted:centipede,10,1,2
14828, extreme_hills, terralith:emerald_peaks, MONSTER, insects_recrafted:centipede,10,1,2
14829, forest, terralith:forested_highlands, MONSTER, insects_recrafted:centipede,10,1,2
14830, savanna, terralith:fractured_savanna, MONSTER, insects_recrafted:centipede,10,1,2
14831, none, terralith:frozen_cliffs, MONSTER, insects_recrafted:centipede,10,1,2
14832, none, terralith:glacial_chasm, MONSTER, insects_recrafted:centipede,10,1,2
14833, none, terralith:granite_cliffs, MONSTER, insects_recrafted:centipede,10,1,2
14834, beach, terralith:gravel_beach, MONSTER, insects_recrafted:centipede,10,1,2
14835, none, terralith:gravel_desert, MONSTER, insects_recrafted:centipede,10,1,2
14836, none, terralith:haze_mountain, MONSTER, insects_recrafted:centipede,10,1,2
14837, none, terralith:highlands, MONSTER, insects_recrafted:centipede,10,1,2
14838, none, terralith:hot_shrubland, MONSTER, insects_recrafted:centipede,10,1,2
14839, swamp, terralith:ice_marsh, MONSTER, insects_recrafted:centipede,10,1,2
14840, jungle, terralith:jungle_mountains, MONSTER, insects_recrafted:centipede,10,1,2
14841, forest, terralith:lavender_forest, MONSTER, insects_recrafted:centipede,10,1,2
14842, forest, terralith:lavender_valley, MONSTER, insects_recrafted:centipede,10,1,2
14843, none, terralith:lush_desert, MONSTER, insects_recrafted:centipede,10,1,2
14844, forest, terralith:lush_valley, MONSTER, insects_recrafted:centipede,10,1,2
14845, forest, terralith:mirage_isles, MONSTER, insects_recrafted:centipede,10,1,2
14846, forest, terralith:moonlight_grove, MONSTER, insects_recrafted:centipede,10,1,2
14847, forest, terralith:moonlight_valley, MONSTER, insects_recrafted:centipede,10,1,2
14848, none, terralith:mountain_steppe, MONSTER, insects_recrafted:centipede,10,1,2
14849, swamp, terralith:orchid_swamp, MONSTER, insects_recrafted:centipede,10,1,2
14850, badlands, terralith:painted_mountains, MONSTER, insects_recrafted:centipede,10,1,2
14851, none, terralith:red_oasis, MONSTER, insects_recrafted:centipede,10,1,2
14852, jungle, terralith:rocky_jungle, MONSTER, insects_recrafted:centipede,10,1,2
14853, extreme_hills, terralith:rocky_mountains, MONSTER, insects_recrafted:centipede,10,1,2
14854, none, terralith:rocky_shrubland, MONSTER, insects_recrafted:centipede,10,1,2
14855, forest, terralith:sakura_grove, MONSTER, insects_recrafted:centipede,10,1,2
14856, forest, terralith:sakura_valley, MONSTER, insects_recrafted:centipede,10,1,2
14857, desert, terralith:sandstone_valley, MONSTER, insects_recrafted:centipede,10,1,2
14858, badlands, terralith:savanna_badlands, MONSTER, insects_recrafted:centipede,10,1,2
14859, savanna, terralith:savanna_slopes, MONSTER, insects_recrafted:centipede,10,1,2
14860, extreme_hills, terralith:scarlet_mountains, MONSTER, insects_recrafted:centipede,10,1,2
