"Registry name","Map color (hex)","Map color (int)"
"mcwfencesbyg:holly_picket_fence","#8F7748","9402184"
"mcwfencesbyg:holly_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:holly_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:holly_wired_fence","#8F7748","9402184"
"mcwfencesbyg:ironwood_hedge","#007C00","31744"
"mcwfencesbyg:ironwood_highley_gate","#8F7748","9402184"
"mcwfencesbyg:ironwood_horse_fence","#8F7748","9402184"
"mcwfencesbyg:ironwood_picket_fence","#8F7748","9402184"
"mcwfencesbyg:ironwood_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:ironwood_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:ironwood_wired_fence","#8F7748","9402184"
"mcwfencesbyg:jacaranda_hedge","#007C00","31744"
"mcwfencesbyg:jacaranda_highley_gate","#8F7748","9402184"
"mcwfencesbyg:jacaranda_horse_fence","#8F7748","9402184"
"mcwfencesbyg:jacaranda_picket_fence","#8F7748","9402184"
"mcwfencesbyg:jacaranda_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:jacaranda_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:jacaranda_wired_fence","#8F7748","9402184"
"mcwfencesbyg:mahogany_hedge","#007C00","31744"
"mcwfencesbyg:mahogany_highley_gate","#8F7748","9402184"
"mcwfencesbyg:mahogany_horse_fence","#8F7748","9402184"
"mcwfencesbyg:mahogany_picket_fence","#8F7748","9402184"
"mcwfencesbyg:mahogany_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:mahogany_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:mahogany_wired_fence","#8F7748","9402184"
"mcwfencesbyg:maple_hedge","#007C00","31744"
"mcwfencesbyg:maple_highley_gate","#8F7748","9402184"
"mcwfencesbyg:maple_horse_fence","#8F7748","9402184"
"mcwfencesbyg:maple_picket_fence","#8F7748","9402184"
"mcwfencesbyg:maple_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:maple_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:maple_wired_fence","#8F7748","9402184"
"mcwfencesbyg:modern_black_sandstone_wall","#707070","7368816"
"mcwfencesbyg:modern_blue_sandstone_wall","#707070","7368816"
"mcwfencesbyg:modern_dacite_bricks_wall","#707070","7368816"
"mcwfencesbyg:modern_pink_sandstone_wall","#707070","7368816"
"mcwfencesbyg:modern_purple_sandstone_wall","#707070","7368816"
"mcwfencesbyg:modern_red_rock_bricks_wall","#707070","7368816"
"mcwfencesbyg:modern_white_sandstone_wall","#707070","7368816"
"mcwfencesbyg:modern_windswept_sandstone_wall","#707070","7368816"
"mcwfencesbyg:orange_birch_hedge","#007C00","31744"
"mcwfencesbyg:orange_oak_hedge","#007C00","31744"
"mcwfencesbyg:orange_spruce_hedge","#007C00","31744"
"mcwfencesbyg:palm_hedge","#007C00","31744"
"mcwfencesbyg:palm_highley_gate","#8F7748","9402184"
"mcwfencesbyg:palm_horse_fence","#8F7748","9402184"
"mcwfencesbyg:palm_picket_fence","#8F7748","9402184"
"mcwfencesbyg:palm_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:palm_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:palm_wired_fence","#8F7748","9402184"
"mcwfencesbyg:pine_hedge","#007C00","31744"
"mcwfencesbyg:pine_highley_gate","#8F7748","9402184"
"mcwfencesbyg:pine_horse_fence","#8F7748","9402184"
"mcwfencesbyg:pine_picket_fence","#8F7748","9402184"
"mcwfencesbyg:pine_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:pine_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:pine_wired_fence","#8F7748","9402184"
"mcwfencesbyg:pink_sandstone_grass_topped_wall","#707070","7368816"
"mcwfencesbyg:pink_sandstone_pillar_wall","#707070","7368816"
"mcwfencesbyg:pink_sandstone_railing_gate","#707070","7368816"
"mcwfencesbyg:purple_sandstone_grass_topped_wall","#707070","7368816"
"mcwfencesbyg:purple_sandstone_pillar_wall","#707070","7368816"
"mcwfencesbyg:purple_sandstone_railing_gate","#707070","7368816"
"mcwfencesbyg:railing_black_sandstone_wall","#707070","7368816"
"mcwfencesbyg:railing_blue_sandstone_wall","#707070","7368816"
"mcwfencesbyg:railing_dacite_bricks_wall","#707070","7368816"
"mcwfencesbyg:railing_pink_sandstone_wall","#707070","7368816"
"mcwfencesbyg:railing_purple_sandstone_wall","#707070","7368816"
"mcwfencesbyg:railing_red_rock_bricks_wall","#707070","7368816"
"mcwfencesbyg:railing_white_sandstone_wall","#707070","7368816"
"mcwfencesbyg:railing_windswept_sandstone_wall","#707070","7368816"
"mcwfencesbyg:rainbow_eucalyptus_hedge","#007C00","31744"
"mcwfencesbyg:rainbow_eucalyptus_highley_gate","#8F7748","9402184"
"mcwfencesbyg:rainbow_eucalyptus_horse_fence","#8F7748","9402184"
"mcwfencesbyg:rainbow_eucalyptus_picket_fence","#8F7748","9402184"
"mcwfencesbyg:rainbow_eucalyptus_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:rainbow_eucalyptus_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:rainbow_eucalyptus_wired_fence","#8F7748","9402184"
"mcwfencesbyg:red_birch_hedge","#007C00","31744"
"mcwfencesbyg:red_maple_hedge","#007C00","31744"
"mcwfencesbyg:red_oak_hedge","#007C00","31744"
"mcwfencesbyg:red_rock_bricks_grass_topped_wall","#707070","7368816"
"mcwfencesbyg:red_rock_bricks_pillar_wall","#707070","7368816"
"mcwfencesbyg:red_rock_bricks_railing_gate","#707070","7368816"
"mcwfencesbyg:red_spruce_hedge","#007C00","31744"
"mcwfencesbyg:redwood_hedge","#007C00","31744"
"mcwfencesbyg:redwood_highley_gate","#8F7748","9402184"
"mcwfencesbyg:redwood_horse_fence","#8F7748","9402184"
"mcwfencesbyg:redwood_picket_fence","#8F7748","9402184"
"mcwfencesbyg:redwood_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:redwood_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:redwood_wired_fence","#8F7748","9402184"
"mcwfencesbyg:sakura_highley_gate","#8F7748","9402184"
"mcwfencesbyg:sakura_horse_fence","#8F7748","9402184"
"mcwfencesbyg:sakura_picket_fence","#8F7748","9402184"
"mcwfencesbyg:sakura_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:sakura_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:sakura_wired_fence","#8F7748","9402184"
"mcwfencesbyg:skyris_hedge","#007C00","31744"
"mcwfencesbyg:skyris_highley_gate","#8F7748","9402184"
"mcwfencesbyg:skyris_horse_fence","#8F7748","9402184"
"mcwfencesbyg:skyris_picket_fence","#8F7748","9402184"
"mcwfencesbyg:skyris_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:skyris_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:skyris_wired_fence","#8F7748","9402184"
"mcwfencesbyg:white_mangrove_hedge","#007C00","31744"
"mcwfencesbyg:white_mangrove_highley_gate","#8F7748","9402184"
"mcwfencesbyg:white_mangrove_horse_fence","#8F7748","9402184"
"mcwfencesbyg:white_mangrove_picket_fence","#8F7748","9402184"
"mcwfencesbyg:white_mangrove_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:white_mangrove_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:white_mangrove_wired_fence","#8F7748","9402184"
"mcwfencesbyg:white_sakura_hedge","#007C00","31744"
"mcwfencesbyg:white_sandstone_grass_topped_wall","#707070","7368816"
"mcwfencesbyg:white_sandstone_pillar_wall","#707070","7368816"
"mcwfencesbyg:white_sandstone_railing_gate","#707070","7368816"
"mcwfencesbyg:willow_hedge","#007C00","31744"
"mcwfencesbyg:willow_highley_gate","#8F7748","9402184"
"mcwfencesbyg:willow_horse_fence","#8F7748","9402184"
"mcwfencesbyg:willow_picket_fence","#8F7748","9402184"
"mcwfencesbyg:willow_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:willow_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:willow_wired_fence","#8F7748","9402184"
"mcwfencesbyg:windswept_sandstone_grass_topped_wall","#707070","7368816"
"mcwfencesbyg:windswept_sandstone_pillar_wall","#707070","7368816"
"mcwfencesbyg:windswept_sandstone_railing_gate","#707070","7368816"
"mcwfencesbyg:witch_hazel_hedge","#007C00","31744"
"mcwfencesbyg:witch_hazel_highley_gate","#8F7748","9402184"
"mcwfencesbyg:witch_hazel_horse_fence","#8F7748","9402184"
"mcwfencesbyg:witch_hazel_picket_fence","#8F7748","9402184"
"mcwfencesbyg:witch_hazel_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:witch_hazel_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:witch_hazel_wired_fence","#8F7748","9402184"
"mcwfencesbyg:yellow_birch_hedge","#007C00","31744"
"mcwfencesbyg:yellow_sakura_hedge","#007C00","31744"
"mcwfencesbyg:yellow_spruce_hedge","#007C00","31744"
"mcwfencesbyg:zelkova_hedge","#007C00","31744"
"mcwfencesbyg:zelkova_highley_gate","#8F7748","9402184"
"mcwfencesbyg:zelkova_horse_fence","#8F7748","9402184"
"mcwfencesbyg:zelkova_picket_fence","#8F7748","9402184"
"mcwfencesbyg:zelkova_pyramid_gate","#8F7748","9402184"
"mcwfencesbyg:zelkova_stockade_fence","#8F7748","9402184"
"mcwfencesbyg:zelkova_wired_fence","#8F7748","9402184"
"mcwfurnitures:acacia_bookshelf","#8F7748","9402184"
"mcwfurnitures:acacia_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:acacia_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:acacia_chair","#8F7748","9402184"
"mcwfurnitures:acacia_coffee_table","#8F7748","9402184"
"mcwfurnitures:acacia_counter","#8F7748","9402184"
"mcwfurnitures:acacia_covered_desk","#8F7748","9402184"
"mcwfurnitures:acacia_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:acacia_desk","#8F7748","9402184"
"mcwfurnitures:acacia_double_drawer","#8F7748","9402184"
"mcwfurnitures:acacia_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:acacia_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:acacia_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:acacia_drawer","#8F7748","9402184"
"mcwfurnitures:acacia_drawer_counter","#8F7748","9402184"
"mcwfurnitures:acacia_end_table","#8F7748","9402184"
"mcwfurnitures:acacia_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:acacia_glass_table","#8F7748","9402184"
"mcwfurnitures:acacia_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:acacia_large_drawer","#8F7748","9402184"
"mcwfurnitures:acacia_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:acacia_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:acacia_modern_chair","#8F7748","9402184"
"mcwfurnitures:acacia_modern_desk","#8F7748","9402184"
"mcwfurnitures:acacia_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:acacia_stool_chair","#8F7748","9402184"
"mcwfurnitures:acacia_striped_chair","#8F7748","9402184"
"mcwfurnitures:acacia_table","#8F7748","9402184"
"mcwfurnitures:acacia_triple_drawer","#8F7748","9402184"
"mcwfurnitures:acacia_wardrobe","#8F7748","9402184"
"mcwfurnitures:birch_bookshelf","#8F7748","9402184"
"mcwfurnitures:birch_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:birch_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:birch_chair","#8F7748","9402184"
"mcwfurnitures:birch_coffee_table","#8F7748","9402184"
"mcwfurnitures:birch_counter","#8F7748","9402184"
"mcwfurnitures:birch_covered_desk","#8F7748","9402184"
"mcwfurnitures:birch_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:birch_desk","#8F7748","9402184"
"mcwfurnitures:birch_double_drawer","#8F7748","9402184"
"mcwfurnitures:birch_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:birch_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:birch_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:birch_drawer","#8F7748","9402184"
"mcwfurnitures:birch_drawer_counter","#8F7748","9402184"
"mcwfurnitures:birch_end_table","#8F7748","9402184"
"mcwfurnitures:birch_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:birch_glass_table","#8F7748","9402184"
"mcwfurnitures:birch_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:birch_large_drawer","#8F7748","9402184"
"mcwfurnitures:birch_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:birch_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:birch_modern_chair","#8F7748","9402184"
"mcwfurnitures:birch_modern_desk","#8F7748","9402184"
"mcwfurnitures:birch_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:birch_stool_chair","#8F7748","9402184"
"mcwfurnitures:birch_striped_chair","#8F7748","9402184"
"mcwfurnitures:birch_table","#8F7748","9402184"
"mcwfurnitures:birch_triple_drawer","#8F7748","9402184"
"mcwfurnitures:birch_wardrobe","#8F7748","9402184"
"mcwfurnitures:cherry_bookshelf","#8F7748","9402184"
"mcwfurnitures:cherry_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:cherry_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:cherry_chair","#8F7748","9402184"
"mcwfurnitures:cherry_coffee_table","#8F7748","9402184"
"mcwfurnitures:cherry_counter","#8F7748","9402184"
"mcwfurnitures:cherry_covered_desk","#8F7748","9402184"
"mcwfurnitures:cherry_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:cherry_desk","#8F7748","9402184"
"mcwfurnitures:cherry_double_drawer","#8F7748","9402184"
"mcwfurnitures:cherry_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:cherry_double_kitchen_cabinet","#F27FA5","15892389"
"mcwfurnitures:cherry_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:cherry_drawer","#8F7748","9402184"
"mcwfurnitures:cherry_drawer_counter","#8F7748","9402184"
"mcwfurnitures:cherry_end_table","#8F7748","9402184"
"mcwfurnitures:cherry_glass_kitchen_cabinet","#F27FA5","15892389"
"mcwfurnitures:cherry_glass_table","#8F7748","9402184"
"mcwfurnitures:cherry_kitchen_cabinet","#F27FA5","15892389"
"mcwfurnitures:cherry_large_drawer","#8F7748","9402184"
"mcwfurnitures:cherry_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:cherry_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:cherry_modern_chair","#8F7748","9402184"
"mcwfurnitures:cherry_modern_desk","#8F7748","9402184"
"mcwfurnitures:cherry_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:cherry_stool_chair","#8F7748","9402184"
"mcwfurnitures:cherry_striped_chair","#8F7748","9402184"
"mcwfurnitures:cherry_table","#8F7748","9402184"
"mcwfurnitures:cherry_triple_drawer","#8F7748","9402184"
"mcwfurnitures:cherry_wardrobe","#8F7748","9402184"
"mcwfurnitures:crimson_bookshelf","#943F61","9715553"
"mcwfurnitures:crimson_bookshelf_cupboard","#943F61","9715553"
"mcwfurnitures:crimson_bookshelf_drawer","#943F61","9715553"
"mcwfurnitures:crimson_chair","#943F61","9715553"
"mcwfurnitures:crimson_coffee_table","#943F61","9715553"
"mcwfurnitures:crimson_counter","#943F61","9715553"
"mcwfurnitures:crimson_covered_desk","#943F61","9715553"
"mcwfurnitures:crimson_cupboard_counter","#943F61","9715553"
"mcwfurnitures:crimson_desk","#943F61","9715553"
"mcwfurnitures:crimson_double_drawer","#943F61","9715553"
"mcwfurnitures:crimson_double_drawer_counter","#943F61","9715553"
"mcwfurnitures:crimson_double_kitchen_cabinet","#5C191D","6035741"
"mcwfurnitures:crimson_double_wardrobe","#943F61","9715553"
"mcwfurnitures:crimson_drawer","#943F61","9715553"
"mcwfurnitures:crimson_drawer_counter","#943F61","9715553"
"mcwfurnitures:crimson_end_table","#943F61","9715553"
"mcwfurnitures:crimson_glass_kitchen_cabinet","#5C191D","6035741"
"mcwfurnitures:crimson_glass_table","#943F61","9715553"
"mcwfurnitures:crimson_kitchen_cabinet","#5C191D","6035741"
"mcwfurnitures:crimson_large_drawer","#943F61","9715553"
"mcwfurnitures:crimson_lower_bookshelf_drawer","#943F61","9715553"
"mcwfurnitures:crimson_lower_triple_drawer","#943F61","9715553"
"mcwfurnitures:crimson_modern_chair","#943F61","9715553"
"mcwfurnitures:crimson_modern_desk","#943F61","9715553"
"mcwfurnitures:crimson_modern_wardrobe","#943F61","9715553"
"mcwfurnitures:crimson_stool_chair","#943F61","9715553"
"mcwfurnitures:crimson_striped_chair","#943F61","9715553"
"mcwfurnitures:crimson_table","#943F61","9715553"
"mcwfurnitures:crimson_triple_drawer","#943F61","9715553"
"mcwfurnitures:crimson_wardrobe","#943F61","9715553"
"mcwfurnitures:dark_oak_bookshelf","#8F7748","9402184"
"mcwfurnitures:dark_oak_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:dark_oak_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:dark_oak_chair","#8F7748","9402184"
"mcwfurnitures:dark_oak_coffee_table","#8F7748","9402184"
"mcwfurnitures:dark_oak_counter","#8F7748","9402184"
"mcwfurnitures:dark_oak_covered_desk","#8F7748","9402184"
"mcwfurnitures:dark_oak_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:dark_oak_desk","#8F7748","9402184"
"mcwfurnitures:dark_oak_double_drawer","#8F7748","9402184"
"mcwfurnitures:dark_oak_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:dark_oak_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:dark_oak_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:dark_oak_drawer","#8F7748","9402184"
"mcwfurnitures:dark_oak_drawer_counter","#8F7748","9402184"
"mcwfurnitures:dark_oak_end_table","#8F7748","9402184"
"mcwfurnitures:dark_oak_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:dark_oak_glass_table","#8F7748","9402184"
"mcwfurnitures:dark_oak_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:dark_oak_large_drawer","#8F7748","9402184"
"mcwfurnitures:dark_oak_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:dark_oak_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:dark_oak_modern_chair","#8F7748","9402184"
"mcwfurnitures:dark_oak_modern_desk","#8F7748","9402184"
"mcwfurnitures:dark_oak_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:dark_oak_stool_chair","#8F7748","9402184"
"mcwfurnitures:dark_oak_striped_chair","#8F7748","9402184"
"mcwfurnitures:dark_oak_table","#8F7748","9402184"
"mcwfurnitures:dark_oak_triple_drawer","#8F7748","9402184"
"mcwfurnitures:dark_oak_wardrobe","#8F7748","9402184"
"mcwfurnitures:jungle_bookshelf","#8F7748","9402184"
"mcwfurnitures:jungle_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:jungle_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:jungle_chair","#8F7748","9402184"
"mcwfurnitures:jungle_coffee_table","#8F7748","9402184"
"mcwfurnitures:jungle_counter","#8F7748","9402184"
"mcwfurnitures:jungle_covered_desk","#8F7748","9402184"
"mcwfurnitures:jungle_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:jungle_desk","#8F7748","9402184"
"mcwfurnitures:jungle_double_drawer","#8F7748","9402184"
"mcwfurnitures:jungle_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:jungle_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:jungle_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:jungle_drawer","#8F7748","9402184"
"mcwfurnitures:jungle_drawer_counter","#8F7748","9402184"
"mcwfurnitures:jungle_end_table","#8F7748","9402184"
"mcwfurnitures:jungle_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:jungle_glass_table","#8F7748","9402184"
"mcwfurnitures:jungle_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:jungle_large_drawer","#8F7748","9402184"
"mcwfurnitures:jungle_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:jungle_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:jungle_modern_chair","#8F7748","9402184"
"mcwfurnitures:jungle_modern_desk","#8F7748","9402184"
"mcwfurnitures:jungle_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:jungle_stool_chair","#8F7748","9402184"
"mcwfurnitures:jungle_striped_chair","#8F7748","9402184"
"mcwfurnitures:jungle_table","#8F7748","9402184"
"mcwfurnitures:jungle_triple_drawer","#8F7748","9402184"
"mcwfurnitures:jungle_wardrobe","#8F7748","9402184"
"mcwfurnitures:mangrove_bookshelf","#8F7748","9402184"
"mcwfurnitures:mangrove_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:mangrove_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:mangrove_chair","#8F7748","9402184"
"mcwfurnitures:mangrove_coffee_table","#8F7748","9402184"
"mcwfurnitures:mangrove_counter","#8F7748","9402184"
"mcwfurnitures:mangrove_covered_desk","#8F7748","9402184"
"mcwfurnitures:mangrove_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:mangrove_desk","#8F7748","9402184"
"mcwfurnitures:mangrove_double_drawer","#8F7748","9402184"
"mcwfurnitures:mangrove_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:mangrove_double_kitchen_cabinet","#8E3C2E","9321518"
"mcwfurnitures:mangrove_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:mangrove_drawer","#8F7748","9402184"
"mcwfurnitures:mangrove_drawer_counter","#8F7748","9402184"
"mcwfurnitures:mangrove_end_table","#8F7748","9402184"
"mcwfurnitures:mangrove_glass_kitchen_cabinet","#8E3C2E","9321518"
"mcwfurnitures:mangrove_glass_table","#8F7748","9402184"
"mcwfurnitures:mangrove_kitchen_cabinet","#8E3C2E","9321518"
"mcwfurnitures:mangrove_large_drawer","#8F7748","9402184"
"mcwfurnitures:mangrove_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:mangrove_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:mangrove_modern_chair","#8F7748","9402184"
"mcwfurnitures:mangrove_modern_desk","#8F7748","9402184"
"mcwfurnitures:mangrove_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:mangrove_stool_chair","#8F7748","9402184"
"mcwfurnitures:mangrove_striped_chair","#8F7748","9402184"
"mcwfurnitures:mangrove_table","#8F7748","9402184"
"mcwfurnitures:mangrove_triple_drawer","#8F7748","9402184"
"mcwfurnitures:mangrove_wardrobe","#8F7748","9402184"
"mcwfurnitures:oak_bookshelf","#8F7748","9402184"
"mcwfurnitures:oak_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:oak_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:oak_chair","#8F7748","9402184"
"mcwfurnitures:oak_coffee_table","#8F7748","9402184"
"mcwfurnitures:oak_counter","#8F7748","9402184"
"mcwfurnitures:oak_covered_desk","#8F7748","9402184"
"mcwfurnitures:oak_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:oak_desk","#8F7748","9402184"
"mcwfurnitures:oak_double_drawer","#8F7748","9402184"
"mcwfurnitures:oak_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:oak_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:oak_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:oak_drawer","#8F7748","9402184"
"mcwfurnitures:oak_drawer_counter","#8F7748","9402184"
"mcwfurnitures:oak_end_table","#8F7748","9402184"
"mcwfurnitures:oak_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:oak_glass_table","#8F7748","9402184"
"mcwfurnitures:oak_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:oak_large_drawer","#8F7748","9402184"
"mcwfurnitures:oak_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:oak_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:oak_modern_chair","#8F7748","9402184"
"mcwfurnitures:oak_modern_desk","#8F7748","9402184"
"mcwfurnitures:oak_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:oak_stool_chair","#8F7748","9402184"
"mcwfurnitures:oak_striped_chair","#8F7748","9402184"
"mcwfurnitures:oak_table","#8F7748","9402184"
"mcwfurnitures:oak_triple_drawer","#8F7748","9402184"
"mcwfurnitures:oak_wardrobe","#8F7748","9402184"
"mcwfurnitures:spruce_bookshelf","#8F7748","9402184"
"mcwfurnitures:spruce_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:spruce_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:spruce_chair","#8F7748","9402184"
"mcwfurnitures:spruce_coffee_table","#8F7748","9402184"
"mcwfurnitures:spruce_counter","#8F7748","9402184"
"mcwfurnitures:spruce_covered_desk","#8F7748","9402184"
"mcwfurnitures:spruce_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:spruce_desk","#8F7748","9402184"
"mcwfurnitures:spruce_double_drawer","#8F7748","9402184"
"mcwfurnitures:spruce_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:spruce_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:spruce_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:spruce_drawer","#8F7748","9402184"
"mcwfurnitures:spruce_drawer_counter","#8F7748","9402184"
"mcwfurnitures:spruce_end_table","#8F7748","9402184"
"mcwfurnitures:spruce_glass_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:spruce_glass_table","#8F7748","9402184"
"mcwfurnitures:spruce_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:spruce_large_drawer","#8F7748","9402184"
"mcwfurnitures:spruce_lower_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:spruce_lower_triple_drawer","#8F7748","9402184"
"mcwfurnitures:spruce_modern_chair","#8F7748","9402184"
"mcwfurnitures:spruce_modern_desk","#8F7748","9402184"
"mcwfurnitures:spruce_modern_wardrobe","#8F7748","9402184"
"mcwfurnitures:spruce_stool_chair","#8F7748","9402184"
"mcwfurnitures:spruce_striped_chair","#8F7748","9402184"
"mcwfurnitures:spruce_table","#8F7748","9402184"
"mcwfurnitures:spruce_triple_drawer","#8F7748","9402184"
"mcwfurnitures:spruce_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_bookshelf","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_bookshelf_cupboard","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_bookshelf_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_chair","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_coffee_table","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_counter","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_covered_desk","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_cupboard_counter","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_desk","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_double_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_double_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_double_kitchen_cabinet","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_double_wardrobe","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_drawer","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_drawer_counter","#8F7748","9402184"
"mcwfurnitures:stripped_acacia_end_table","#8F7748","9402184"
