"Registry name","Display name","Hunger","Saturation","Is meat","Fast to eat","Tags","Effects"
"delightful:sinigang","Sinigang",15,0.9,"false","false","","{[effect.farmersdelight.comfort, Duration: 6000], Probability: 1.0}, {[effect.minecraft.fire_resistance, Duration: 600], Probability: 1.0}"
"delightful:smore","S'more",9,0.5,"false","false","","{[effect.farmersdelight.nourishment, Duration: 3600], Probability: 1.0}"
"delightful:source_berry_pie_slice","Slice of Source Berry Pie",3,0.3,"false","false","ars_nouveau:magic_food","{[effect.minecraft.absorption x 2, Duration: 300], Probability: 1.0}"
"delightful:stuffed_cantaloupe","Bowl of Stuffed Cantaloupe",14,0.75,"false","false","nethersdelight:meal_item","{[effect.farmersdelight.nourishment, Duration: 4800], Probability: 1.0}, {[effect.minecraft.resistance x 2, Duration: 600], Probability: 1.0}"
"delightful:venison_chops","Raw Venison Chops",1,0.3,"true","false","forge:raw_venison, forge:meat, forge:food/meat",""
"delightful:wrapped_cantaloupe","Wrapped Cantaloupe",8,0.95,"false","false","","{[effect.minecraft.resistance, Duration: 300], Probability: 1.0}"
"dropthemeat:cooked_allay","Cooked Allay",4,0.5,"true","false","",""
"dropthemeat:cooked_axolotl","Cooked Axolotl",4,0.3,"true","false","",""
"dropthemeat:cooked_bat","Cooked Bat",4,0.6,"true","false","",""
"dropthemeat:cooked_bear","Cooked Bear",8,0.8,"true","false","",""
"dropthemeat:cooked_bee","Cooked Bee",6,0.5,"true","false","",""
"dropthemeat:cooked_camel","Cooked Camel",7,0.7,"true","false","",""
"dropthemeat:cooked_cat","Cooked Cat",5,0.4,"true","false","",""
"dropthemeat:cooked_dolphin","Cooked Dolphin",8,0.8,"true","false","",""
"dropthemeat:cooked_fox","Cooked Fox",5,0.4,"true","false","",""
"dropthemeat:cooked_frog","Cooked Frog",4,0.8,"true","false","",""
"dropthemeat:cooked_goat","Cooked Goat",6,0.8,"true","false","",""
"dropthemeat:cooked_horse","Cooked Horse",8,0.8,"true","false","",""
"dropthemeat:cooked_iron_golem","Cooked Iron Golem",8,0.85,"true","false","",""
"dropthemeat:cooked_llama","Cooked Llama",6,0.8,"true","false","",""
"dropthemeat:cooked_monster_meat","Cooked Monster Meat",6,0.6,"true","false","",""
"dropthemeat:cooked_parrot","Cooked Parrot",4,0.7,"true","false","",""
"dropthemeat:cooked_piglin_porkchop","Cooked Piglin Porkchop",8,0.85,"true","false","forge:cooked_pork, salt:can_be_salted, wildernature:can_be_truffled",""
"dropthemeat:cooked_red_meat","Cooked Red Meat",6,0.6,"true","false","",""
"dropthemeat:cooked_sniffer","Cooked Sniffer",8,0.5,"true","false","",""
"dropthemeat:cooked_squid","Cooked Squid",7,0.7,"true","false","",""
"dropthemeat:cooked_strider","Cooked Strider",5,0.4,"true","false","",""
"dropthemeat:cooked_turtle","Cooked Turtle",6,0.5,"true","false","",""
"dropthemeat:cooked_villager","Cooked Villager",5,0.4,"true","false","",""
"dropthemeat:cooked_white_meat","Cooked White Meat",5,0.6,"true","false","",""
"dropthemeat:cooked_wolf","Cooked Wolf",5,0.4,"true","false","",""
"dropthemeat:piglin_porkchop","Piglin Porkchop",4,0.75,"true","false","farmersdelight:cabbage_roll_ingredients, forge:raw_pork",""
"dropthemeat:raw_allay","Raw Allay",2,0.2,"true","false","",""
"dropthemeat:raw_axolotl","Raw Axolotl",2,0.1,"true","false","",""
"dropthemeat:raw_bat","Raw Bat",1,0.2,"true","false","",""
"dropthemeat:raw_bear","Raw Bear",3,0.3,"true","false","",""
"dropthemeat:raw_bee","Raw Bee",2,0.2,"true","false","",""
"dropthemeat:raw_camel","Raw Camel",3,0.3,"true","false","",""
"dropthemeat:raw_cat","Raw Cat",2,0.1,"true","false","",""
"dropthemeat:raw_dolphin","Raw Dolphin",3,0.3,"true","false","",""
"dropthemeat:raw_fox","Raw Fox",2,0.1,"true","false","",""
"dropthemeat:raw_frog","Raw Frog",2,0.1,"true","false","",""
"dropthemeat:raw_goat","Raw Goat",3,0.3,"true","false","",""
"dropthemeat:raw_horse","Raw Horse",3,0.3,"true","false","",""
"dropthemeat:raw_iron_golem","Raw Iron Golem",4,0.75,"true","false","",""
"dropthemeat:raw_llama","Raw Llama",3,0.3,"true","false","",""
"dropthemeat:raw_monster_meat","Raw Monster Meat",2,0.3,"true","false","",""
"dropthemeat:raw_parrot","Raw Parrot",1,0.2,"true","false","",""
"dropthemeat:raw_red_meat","Raw Red Meat",2,0.3,"true","false","",""
"dropthemeat:raw_sniffer","Raw Sniffer",3,0.2,"true","false","",""
"dropthemeat:raw_squid","Raw Squid",2,0.45,"true","false","",""
"dropthemeat:raw_strider","Raw Strider",3,0.2,"true","false","",""
"dropthemeat:raw_turtle","Raw Turtle",2,0.1,"true","false","",""
"dropthemeat:raw_villager","Raw Villager",3,0.2,"true","false","",""
"dropthemeat:raw_white_meat","Raw White Meat",2,0.2,"true","false","",""
"dropthemeat:raw_wolf","Raw Wolf",2,0.3,"true","false","",""
"dropthemeat:villager_nose","Villager Nose",9,0.7,"true","false","",""
"dynamictreesplus:saguaro_cactus_seed","Saguaro Fruit",2,0.2,"false","false","quark:seed_pouch_holdable, notreepunching:fire_starter_kindling, minecraft:saplings, alexsmobs:elephant_foodstuffs, dynamictrees:seeds",""
"easy_emerald:amethyst_potato","Amethyst Potato of Luck",9,5.0,"false","true","",""
"easy_emerald:emerald_potato","Emerald Potato of Health",7,4.0,"false","true","",""
"easy_emerald:ruby_potato","Ruby Potato of Battle",8,4.0,"false","true","",""
"ecologics:coconut_slice","Coconut Slice",2,0.1,"false","false","forge:coconut",""
"ecologics:cooked_prickly_pear","Cooked Prickly Pear",4,0.3,"false","false","ecologics:cooked_prickly_pear",""
"ecologics:crab_meat","Crab Meat",5,0.6,"true","false","forge:crab_meat, cookyourfood:raw_food_normal",""
"ecologics:prickly_pear","Prickly Pear",4,0.3,"false","false","forge:foods, c:fruits/sweet, c:fruits, forge:fruits/sweet, forge:fruits, c:foods, forge:fruits/prickly_pear, minecraft:fox_food",""
"ecologics:tropical_stew","Tropical Stew",10,0.6,"false","false","",""
"ecologics:walnut","Walnut",1,0.0,"false","false","minecraft:fox_food, forge:fruits, forge:nuts/walnut, forge:walnuts, forge:nuts, c:fruits, forge:foods, forge:crops, ecologics:squirrel_tempt_items, cookyourfood:ok_to_eat_raw, c:foods",""
"eggdelight:bacon_and_egg_cup","Bacon And Egg Cup",4,0.5,"true","false","",""
"eggdelight:bacon_omelet","Bacon Omelet",4,3.0,"true","false","",""
"eggdelight:beef_omelet","Beef Omelet",4,3.0,"true","false","",""
"eggdelight:bread_slice","Bread Slice",2,0.3,"false","false","",""
"eggdelight:chicken_omelet","Chicken Omelet",4,3.0,"true","false","",""
"eggdelight:cod_omelet","Cod Omelet",4,3.0,"false","false","",""
"eggdelight:custard","Custard",3,0.5,"false","false","",""
"eggdelight:egg_cookie","Egg Cookie",4,0.3,"false","false","",""
"eggdelight:egg_in_a_basket","Egg In A Basket",4,0.5,"false","false","",""
"eggdelight:egg_pie_slice","Egg Pie Slice",3,0.3,"false","false","",""
"eggdelight:egg_tart","Egg Tart",2,0.4,"false","false","",""
"eggdelight:egg_toast","Egg Toast",4,0.4,"false","false","",""
"eggdelight:eggs_benidict","Eggs Benidict",4,0.5,"true","false","",""
"eggdelight:mutton_omelet","Mutton Omelet",4,3.0,"true","false","",""
"eggdelight:omurice","Omurice",4,3.0,"false","false","",""
"eggdelight:peeled_boiled_egg","Peeled Boiled Egg",4,0.7,"false","false","",""
"eggdelight:salmon_omelet","Salmon Omelet",4,3.0,"false","false","",""
"eggdelight:scotch_egg","Scotch Egg",5,0.8,"false","false","",""
"eggdelight:scrambled_egg","Scrambled Egg",4,0.5,"false","false","",""
"eggdelight:sliced_boiled_egg","Sliced Boiled Egg",2,0.3,"false","false","",""
"eggdelight:sliced_scotch_egg","Scotch Egg",2,0.4,"false","false","",""
"eggdelight:smoked_ham_omelet","Smoked Ham Omelet",4,3.0,"true","false","",""
"enemyexpansion:bottled_flutterfly","Bottled Flutterfly",4,0.3,"false","true","",""
"enemyexpansion:scorpion_tail","Scorpion Tail",4,0.3,"true","false","cookyourfood:raw_food_severe",""
"exlinefishing:anchovy","Anchovy",2,0.1,"false","false","",""
"exlinefishing:angelfish","Angelfish",4,0.3,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.5}"
"exlinefishing:arapaima","Arapaima",5,0.4,"false","false","",""
"exlinefishing:arowana","Arowana",5,0.4,"false","false","","{[effect.minecraft.weakness, Duration: 500], Probability: 0.8}"
"exlinefishing:barbel_steed","Barbel Steed",2,0.1,"false","false","",""
"exlinefishing:barred_knifejaw","Barred Knifejaw",4,0.3,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:bass","Bass",2,0.1,"false","false","",""
"exlinefishing:bitterling","Bitterling",3,0.2,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.5}"
"exlinefishing:bluegill","Bluegill",1,0.1,"false","false","",""
"exlinefishing:brook_trout","Brook Trout",1,0.1,"false","false","",""
"exlinefishing:carp","Carp",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:catfish","Catfish",3,0.2,"false","false","",""
"exlinefishing:cherry_salmon","Cherry Salmon",3,0.2,"false","false","",""
"exlinefishing:coelacanth","Coelacanth",5,0.4,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:crawfish","Crawfish",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:crucian_carp","Crucian Carp",2,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:dab","Dab",2,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:dace","Dace",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:eel","Eel",3,0.3,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:freshwater_goby","Freshwater Goby",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:frog","Frog",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:giant_catfish","Giant Catfish",4,0.3,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:giant_snakehead","Giant Snakehead",4,0.4,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:goldfish","Goldfish",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:guppy","Guppy",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:horse_mackerel","Horse Mackerel",2,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:jellyfish","Jellyfish",1,0.0,"false","false","",""
"exlinefishing:killifish","Killifish",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:koi","Koi",3,0.2,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:large_bass","Large Bass",4,0.3,"false","false","",""
"exlinefishing:large_char","Large Char",5,0.4,"false","false","",""
"exlinefishing:loach","Loach",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:lobster","Lobster",3,0.2,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:marlin","Blue Marlin",4,0.4,"false","false","",""
"exlinefishing:octopus","Octopus",3,0.2,"false","false","",""
"exlinefishing:olive_flounder","Olive Flounder",2,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:pale_chub","Pale Chub",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:piranha","Piranha",4,0.3,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:pond_smelt","Pond Smelt",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:popeyed_goldfish","Pop-eyed Goldfish",1,0.1,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:rainbow_trout","Rainbow Trout",2,0.1,"false","false","",""
"exlinefishing:red_snapper","Red Snapper",4,0.3,"false","false","",""
"exlinefishing:sea_bass","Sea Bass",1,0.1,"false","false","",""
"exlinefishing:seahorse","Seahorse",2,0.1,"false","false","",""
"exlinefishing:small_bass","Small Bass",1,0.1,"false","false","",""
"exlinefishing:squid","Squid",2,0.2,"false","false","",""
"exlinefishing:stringfish","Stringfish",5,0.5,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exlinefishing:sweetfish","Sweetfish",5,0.2,"false","false","","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"exoticbirds:cooked_birdmeat","Cooked Bird Meat",3,0.6,"true","false","",""
"exoticbirds:raw_birdmeat","Raw Bird Meat",1,0.3,"true","false","","{[effect.minecraft.hunger, Duration: 300], Probability: 0.3}"
"farmersdelight:apple_cider","Apple Cider",0,0.0,"false","true","create:upright_on_belt","{[effect.minecraft.absorption, Duration: 1200], Probability: 1.0}"
"farmersdelight:apple_pie_slice","Slice of Apple Pie",3,0.3,"false","false","","{[effect.minecraft.speed, Duration: 600, Particles: false, Show Icon: false], Probability: 1.0}"
"farmersdelight:bacon","Raw Bacon",2,0.3,"true","false","forge:raw_pork, forge:raw_bacon, farmersdelight:cabbage_roll_ingredients",""
"farmersdelight:bacon_and_eggs","Bacon and Eggs",10,0.6,"false","false","salt:can_be_salted, origins:meat, wildernature:can_be_truffled","{[effect.farmersdelight.nourishment, Duration: 1200], Probability: 1.0}"
"farmersdelight:bacon_sandwich","Bacon Sandwich",10,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:baked_cod_stew","Baked Cod Stew",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.comfort, Duration: 6000], Probability: 1.0}"
"farmersdelight:barbecue_stick","Barbecue on a Stick",8,0.9,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:beef_patty","Beef Patty",4,0.8,"true","false","forge:cooked_beef, forge:protein_patty, salt:can_be_salted, wildernature:can_be_truffled",""
"farmersdelight:beef_stew","Beef Stew",12,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.comfort, Duration: 3600], Probability: 1.0}"
"farmersdelight:bone_broth","Bone Broth",8,0.7,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.comfort, Duration: 1200], Probability: 1.0}"
"farmersdelight:cabbage","Cabbage",2,0.4,"false","false","forge:crops/cabbage, forge:salad_ingredients/cabbage, forge:crops, forge:salad_ingredients, salt:can_be_salted, forge:vegetables, forge:cabbage, wildernature:can_be_truffled",""
"farmersdelight:cabbage_leaf","Cabbage Leaf",1,0.4,"false","false","forge:crops/cabbage, forge:salad_ingredients/cabbage, forge:crops, forge:salad_ingredients, salt:can_be_salted, forge:vegetables, forge:cabbage, wildernature:can_be_truffled",""
"farmersdelight:cabbage_rolls","Cabbage Rolls",5,0.5,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:cake_slice","Slice of Cake",2,0.1,"false","false","","{[effect.minecraft.speed, Duration: 400, Particles: false, Show Icon: false], Probability: 1.0}"
"farmersdelight:chicken_cuts","Raw Chicken Cuts",1,0.3,"true","false","farmersdelight:wolf_prey, forge:raw_chicken, farmersdelight:cabbage_roll_ingredients","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"farmersdelight:chicken_sandwich","Chicken Sandwich",10,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:chicken_soup","Chicken Soup",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.comfort, Duration: 6000], Probability: 1.0}"
"farmersdelight:chocolate_pie_slice","Slice of Chocolate Pie",3,0.3,"false","false","","{[effect.minecraft.speed, Duration: 600, Particles: false, Show Icon: false], Probability: 1.0}"
"farmersdelight:cod_roll","Cod Roll",7,0.6,"false","false","salt:can_be_salted, wildernature:can_be_truffled, aquaculturedelight:fish_rolls",""
"farmersdelight:cod_slice","Raw Cod Slice",1,0.1,"false","false","forge:raw_fishes/cod, forge:raw_fishes, forge:meats, origins:meat, farmersdelight:cabbage_roll_ingredients, naturalist:duck_food_items",""
"farmersdelight:cooked_bacon","Cooked Bacon",4,0.8,"true","false","forge:cooked_bacon, salt:can_be_salted, wildernature:can_be_truffled, forge:cooked_pork",""
"farmersdelight:cooked_chicken_cuts","Cooked Chicken Cuts",3,0.6,"true","false","forge:cooked_chicken, salt:can_be_salted, wildernature:can_be_truffled",""
"farmersdelight:cooked_cod_slice","Cooked Cod Slice",3,0.5,"false","false","origins:meat, wildernature:can_be_truffled, forge:cooked_fish_and_meats, forge:meats, forge:cooked_fishes/cod, salt:can_be_salted, forge:cooked_fishes",""
"farmersdelight:cooked_mutton_chops","Cooked Mutton Chops",3,0.8,"true","false","forge:cooked_mutton, salt:can_be_salted, wildernature:can_be_truffled",""
"farmersdelight:cooked_rice","Cooked Rice",6,0.4,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.comfort, Duration: 600], Probability: 1.0}"
"farmersdelight:cooked_salmon_slice","Cooked Salmon Slice",3,0.8,"false","false","origins:meat, forge:cooked_fishes/salmon, wildernature:can_be_truffled, forge:cooked_fish_and_meats, forge:meats, salt:can_be_salted, forge:cooked_fishes",""
"farmersdelight:dog_food","Dog Food",4,0.2,"true","false","",""
"farmersdelight:dumplings","Dumplings",8,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:egg_sandwich","Egg Sandwich",8,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:fish_stew","Fish Stew",12,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.comfort, Duration: 3600], Probability: 1.0}"
"farmersdelight:fried_egg","Fried Egg",4,0.4,"false","false","forge:cooked_eggs, origins:meat, salt:can_be_salted, wildernature:can_be_truffled",""
"farmersdelight:fried_rice","Fried Rice",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.comfort, Duration: 6000], Probability: 1.0}"
"farmersdelight:fruit_salad","Fruit Salad",6,0.6,"false","false","","{[effect.minecraft.regeneration, Duration: 100], Probability: 1.0}"
"farmersdelight:glow_berry_custard","Glow Berry Custard",7,0.6,"false","true","","{[effect.minecraft.glowing, Duration: 100], Probability: 1.0}"
"farmersdelight:grilled_salmon","Grilled Salmon",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 3600], Probability: 1.0}"
"farmersdelight:ham","Ham",5,0.3,"true","false","",""
"farmersdelight:hamburger","Hamburger",11,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:honey_cookie","Honey Cookie",2,0.1,"false","false","untameddelight:enhance_bearpower_items, supplementaries:cookies, forge:cookies",""
"farmersdelight:honey_glazed_ham","Plate of Honey Glazed Ham",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 6000], Probability: 1.0}"
"farmersdelight:kelp_roll","Kelp Roll",12,0.6,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:kelp_roll_slice","Kelp Roll Slice",6,0.5,"false","false","salt:can_be_salted, wildernature:can_be_truffled, aquaculturedelight:kelp_rolls",""
"farmersdelight:melon_popsicle","Melon Popsicle",3,0.2,"false","true","",""
"farmersdelight:minced_beef","Minced Beef",2,0.3,"true","false","farmersdelight:cabbage_roll_ingredients, forge:raw_beef",""
"farmersdelight:mixed_salad","Mixed Salad",6,0.6,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.minecraft.regeneration, Duration: 100], Probability: 1.0}"
"farmersdelight:mushroom_rice","Mushroom Rice",12,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 3600], Probability: 1.0}"
"farmersdelight:mutton_chops","Raw Mutton Chops",1,0.3,"true","false","farmersdelight:wolf_prey, forge:raw_mutton, farmersdelight:cabbage_roll_ingredients",""
"farmersdelight:mutton_wrap","Mutton Wrap",10,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:nether_salad","Nether Salad",5,0.4,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.minecraft.nausea, Duration: 240], Probability: 0.3}"
"farmersdelight:noodle_soup","Noodle Soup",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.comfort, Duration: 6000], Probability: 1.0}"
"farmersdelight:onion","Onion",2,0.4,"false","false","forge:vegetables/onion, forge:crops, forge:crops/onion, salt:can_be_salted, forge:onions, tconstruct:seeds, forge:vegetables, wildernature:can_be_truffled, sereneseasons:spring_crops, sereneseasons:autumn_crops",""
"farmersdelight:pasta_with_meatballs","Pasta with Meatballs",12,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 3600], Probability: 1.0}"
"farmersdelight:pasta_with_mutton_chop","Pasta with Mutton Chop",12,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 3600], Probability: 1.0}"
"farmersdelight:pie_crust","Pie Crust",2,0.2,"false","false","create:upright_on_belt",""
"farmersdelight:pumpkin_slice","Pumpkin Slice",3,0.3,"false","false","createaddition:plant_foods",""
"farmersdelight:pumpkin_soup","Pumpkin Soup",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.comfort, Duration: 6000], Probability: 1.0}"
"farmersdelight:ratatouille","Ratatouille",10,0.6,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 1200], Probability: 1.0}"
"farmersdelight:raw_pasta","Raw Pasta",2,0.3,"false","false","forge:pasta/raw_pasta, forge:pasta","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"farmersdelight:roast_chicken","Plate of Roast Chicken",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 6000], Probability: 1.0}"
"farmersdelight:roasted_mutton_chops","Roasted Mutton Chops",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 6000], Probability: 1.0}"
"farmersdelight:salmon_roll","Salmon Roll",7,0.6,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:salmon_slice","Raw Salmon Slice",1,0.1,"false","false","origins:meat, farmersdelight:cabbage_roll_ingredients, forge:raw_fishes/salmon, forge:meats, forge:raw_fishes, cookyourfood:ok_to_eat_raw, naturalist:duck_food_items",""
"farmersdelight:shepherds_pie","Plate of Shepherd's Pie",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 6000], Probability: 1.0}"
"farmersdelight:smoked_ham","Smoked Ham",10,0.8,"true","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:squid_ink_pasta","Squid Ink Pasta",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 6000], Probability: 1.0}"
"farmersdelight:steak_and_potatoes","Steak and Potatoes",12,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 3600], Probability: 1.0}"
"farmersdelight:stuffed_potato","Stuffed Potato",10,0.7,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:stuffed_pumpkin","Bowl of Stuffed Pumpkin",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 6000], Probability: 1.0}"
"farmersdelight:sweet_berry_cheesecake_slice","Slice of Sweet Berry Cheesecake",3,0.3,"false","false","","{[effect.minecraft.speed, Duration: 600, Particles: false, Show Icon: false], Probability: 1.0}"
"farmersdelight:sweet_berry_cookie","Sweet Berry Cookie",2,0.1,"false","false","forge:cookies, supplementaries:cookies",""
"farmersdelight:tomato","Tomato",1,0.3,"false","false","forge:crops, forge:vegetables, wildernature:can_be_truffled, forge:vegetables/tomato, forge:tomatoes, salt:can_be_salted, forge:crops/tomato",""
"farmersdelight:tomato_sauce","Zagarka",4,0.4,"false","false","wildernature:can_be_truffled, salt:can_be_salted",""
"farmersdelight:vegetable_noodles","Vegetable Noodles",14,0.75,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 6000], Probability: 1.0}"
"farmersdelight:vegetable_soup","Vegetable Soup",12,0.8,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.comfort, Duration: 3600], Probability: 1.0}"
"farmersdelight:wheat_dough","Wheat Dough",2,0.3,"false","false","forge:dough, forge:dough/wheat, bakery:dough, c:dough","{[effect.minecraft.hunger, Duration: 600], Probability: 0.3}"
"farmersrespite:black_cod","Black Cod",10,0.9,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.farmersdelight.nourishment, Duration: 3600], Probability: 1.0}, {[effect.farmersrespite.caffeinated, Duration: 600], Probability: 1.0}"
"farmersrespite:black_tea","Black Tea",0,0.0,"false","true","create:upright_on_belt","{[effect.farmersrespite.caffeinated, Duration: 600], Probability: 1.0}"
"farmersrespite:blazing_chili","Blazing Chili",10,0.4,"false","false","wildernature:can_be_truffled, salt:can_be_salted","{[effect.minecraft.fire_resistance, Duration: 1200], Probability: 1.0}"
"farmersrespite:coffee","Coffee",0,0.0,"false","true","forge:coffees","{[effect.farmersrespite.caffeinated x 2, Duration: 6000], Probability: 1.0}"
"farmersrespite:coffee_berries","Coffee Berries",2,0.4,"false","false","cookyourfood:raw_food_light","{[effect.minecraft.wither, Duration: 100], Probability: 0.8}, {[effect.farmersrespite.caffeinated, Duration: 200], Probability: 1.0}"
"farmersrespite:coffee_cake_slice","Slice of Coffee Cake",2,0.1,"false","false","","{[effect.farmersrespite.caffeinated, Duration: 600, Particles: false, Show Icon: false], Probability: 1.0}"
"farmersrespite:dandelion_tea","Dandelion Tea",0,0.0,"false","true","create:upright_on_belt","{[effect.farmersdelight.comfort, Duration: 3600], Probability: 1.0}"
"farmersrespite:green_tea","Green Tea",0,0.0,"false","true","create:upright_on_belt","{[effect.minecraft.haste, Duration: 3600], Probability: 1.0}"
"farmersrespite:green_tea_cookie","Green Tea Cookie",2,0.1,"false","false","","{[effect.minecraft.haste, Duration: 200], Probability: 1.0}"
"farmersrespite:long_apple_cider","Apple Cider",0,0.0,"false","true","","{[effect.minecraft.absorption, Duration: 1800], Probability: 1.0}"
"farmersrespite:long_black_tea","Black Tea",0,0.0,"false","true","","{[effect.farmersrespite.caffeinated, Duration: 900], Probability: 1.0}"
"farmersrespite:long_coffee","Coffee",0,0.0,"false","true","","{[effect.farmersrespite.caffeinated, Duration: 12000], Probability: 1.0}"
"farmersrespite:long_dandelion_tea","Dandelion Tea",0,0.0,"false","true","","{[effect.farmersdelight.comfort, Duration: 5400], Probability: 1.0}"
