"ID","Registry name","Tags"
201,"biomesoplenty:muskeg","immersive_weathering:wet, naturalist:has_cardinal, naturalist:has_duck, forge:is_sparse/overworld, forge:is_wet/overworld, naturalist:has_butterfly, naturalist:has_bass, minecraft:spawns_snow_foxes, naturalist:has_dragonfly, naturalist:has_tortoise, forge:is_general, naturalist:has_snake, naturalist:has_bluejay, upgrade_aquatic:has_spawn/pike, backported_wolves:spawns_snowy_wolf, minecraft:spawns_white_rabbits, exoticbirds:is_water_bird_spawn, forge:is_goblin, fishofthieves:spawns_battlegills, forge:is_cold/overworld, forge:is_wet, forge:is_snowy, minecraft:stronghold_biased_to, forge:is_generalcave, naturalist:has_alligator, alexsmobs:spawns_huge_catfish, fishofthieves:spawns_devilfish, minecraft:is_overworld, naturalist:has_lizard, waddles:spawn_include, minecraft:has_structure/stronghold, forge:is_rare, upgrade_aquatic:has_spawn/perch, forge:is_cold, c:in_overworld, forge:overworld/in, upgrade_aquatic:has_feature/driftwood_swamp, forge:is_swamp, naturalist:has_catfish, naturalist:has_snail, forge:is_sparse, alexsmobs:spawns_white_seals, immersive_weathering:icy, minecraft:spawns_cold_variant_frogs, upgrade_aquatic:has_feature/pickerelweed, naturalist:has_firefly"
202,"regions_unexplored:mycotoxic_undergrowth","minecraft:has_structure/ruined_portal_nether, tumbleweed:whitelist, c:climate_hot, forge:hot/climate, forge:dry/climate, forge:is_dry, minecraft:spawns_warm_variant_frogs, immersive_weathering:hot, alexsmobs:spawns_nether_tarantula_hawks, minecraft:has_structure/nether_fortress, minecraft:is_nether, c:in_nether, c:climate_dry, forge:is_hot, waddles:spawn_exclude, forge:nether/in, forge:is_hot/nether, minecraft:has_structure/bastion_remnant, forge:is_dry/nether"
203,"biomesoplenty:mystic_grove","fishofthieves:spawns_muddy_wildsplash, projectvibrantjourneys:has_logs/oak, forge:is_magical, bakery:spawns_strawberries, naturalist:has_snake, spawn:small_anthill_generates, croptopia:has_crop/tea_leaves, fishofthieves:spawns_battlegills, fishofthieves:spawns_devilfish, forge:is_wet/overworld, exoticbirds:is_peafowl_spawn, croptopia:has_crop/radish, minecraft:stronghold_biased_to, forge:is_general, naturalist:has_butterfly, forge:is_rare, croptopia:has_crop/tomato, forge:is_generalcave, minecraft:has_closer_water_fog, wildernature:spawns_turkey, croptopia:has_crop/spinach, croptopia:has_crop/blackberry, exoticbirds:is_forest_bird_spawn, vinery:spawns_grape, naturalist:has_bear, minecraft:is_overworld, naturalist:has_cardinal, dynamictrees:is_bee_nest_rare, naturalist:has_finch, fishofthieves:spawns_wildsplash, immersive_weathering:wet, minecraft:has_structure/mineshaft, naturalist:has_snail, fishofthieves:spawns_islehoppers, forge:overworld/in, forge:is_wet, exoticbirds:is_tropic_bird_spawn, wildernature:spawns_owl, minecraft:has_structure/ruined_portal_standard, c:in_overworld, croptopia:has_crop/tomatillo, naturalist:has_deer, sereneseasons:lesser_color_change_biomes, exoticbirds:is_hummingbird_spawn, wildernature:spawns_deer, naturalist:has_robin, croptopia:has_crop/blueberry, c:forest, twigs:spawns_twig, crittersandcompanions:silk_cocoon_spawns, immersive_weathering:has_ivy, croptopia:has_crop/celery, croptopia:has_crop/cauliflower, delightful:salmonberry_spawns, croptopia:has_crop/grape, fishofthieves:spawns_moss_islehoppers, forge:forest, croptopia:has_crop/cantaloupe, naturalist:has_firefly, goodending:spicy_wildflower_generates, naturalist:has_lizard, forge:is_lush, naturalist:has_boar, wildernature:spawns_hedgehog, forge:is_goblin, fishofthieves:spawns_pondies, wildernature:spawns_boar, forge:is_flutterfly, croptopia:has_crop/elderberry, forge:is_generalnotempcave, croptopia:has_crop/strawberry, forge:is_generalnotemp, croptopia:has_crop/blackbean, waddles:spawn_exclude, minecraft:has_structure/stronghold, minecraft:is_forest, croptopia:has_crop/raspberry"
204,"minecraft:nether_wastes","forge:nether/in, forge:hot/climate, forge:is_hot/nether, minecraft:spawns_warm_variant_frogs, forge:dry/climate, c:climate_hot, minecraft:has_structure/ruined_portal_nether, tumbleweed:whitelist, c:climate_dry, minecraft:has_structure/nether_fortress, alexsmobs:spawns_nether_tarantula_hawks, minecraft:snow_golem_melts, minecraft:has_structure/bastion_remnant, minecraft:is_nether, forge:is_dry/nether, forge:is_hot, twigs:has_structure/bloodstone_obelisk, c:in_nether, waddles:spawn_exclude, immersive_weathering:hot, twigs:silt_generates, forge:is_dry"
205,"goodending:oak_hammock_forest","exoticbirds:is_peafowl_spawn, fishofthieves:spawns_battlegills, c:in_overworld, naturalist:has_boar, wildernature:spawns_deer, naturalist:has_lizard, goodending:spicy_wildflower_generates, naturalist:has_snail, twigs:spawns_twig, forge:is_flutterfly, wildernature:spawns_hedgehog, wildernature:spawns_boar, minecraft:is_overworld, naturalist:has_bear, exoticbirds:is_tropic_bird_spawn, minecraft:is_forest, delightful:salmonberry_spawns, forge:is_generalcave, spawn:small_anthill_generates, forge:forest, fishofthieves:spawns_devilfish, minecraft:has_structure/mineshaft, waddles:spawn_exclude, dynamictrees:is_bee_nest_rare, wildernature:spawns_turkey, vinery:spawns_grape, naturalist:has_finch, exoticbirds:is_hummingbird_spawn, minecraft:has_structure/stronghold, naturalist:has_snake, minecraft:has_structure/ruined_portal_standard, crittersandcompanions:silk_cocoon_spawns, forge:is_general, forge:is_generalnotempcave, naturalist:has_firefly, naturalist:has_robin, immersive_weathering:has_ivy, wildernature:spawns_owl, bakery:spawns_strawberries, forge:overworld/in, goodending:mossy_cobblestone_boulder_generates, forge:is_generalnotemp, forge:is_goblin, fishofthieves:spawns_pondies, minecraft:stronghold_biased_to, exoticbirds:is_forest_bird_spawn, naturalist:has_cardinal, goodending:twilight_wildflower_generates, c:forest, naturalist:has_deer, naturalist:has_butterfly"
206,"minecraft:ocean","forge:overworld/in, immersive_weathering:wet, minecraft:is_overworld, upgrade_aquatic:has_feature/prismarine_coral, forge:is_water, c:climate_wet, fishofthieves:spawns_wreckers, c:aquatic, fishofthieves:has_seapost, forge:with_default_monster_spawns, twigs:spawns_sea_shell, forge:wet/climate, spawn:tuna_spawns, forge:is_waterbased, upgrade_aquatic:has_spawn/nautilus, upgrade_aquatic:has_feature/ammonite_ore, minecraft:required_ocean_monument_surrounding, bloomingnature:overworld, fishofthieves:spawns_islehoppers, forge:ocean/shallow, upgrade_aquatic:has_feature/driftwood, minecraft:plays_underwater_music, fishofthieves:spawns_devilfish, minecraft:water_on_map_outlines, minecraft:has_structure/shipwreck, c:in_overworld, minecraft:has_structure/stronghold, fishofthieves:has_fish_bone, c:shallow_ocean, salt:has_rock_salt_deposits, minecraft:has_structure/ruined_portal_ocean, sereneseasons:blacklisted_biomes, fishofthieves:islehopper_spawn_at_coast, fishofthieves:spawns_ocean_wildsplash, upgrade_aquatic:has_carver/underwater_canyon, forge:ocean, minecraft:is_ocean, fishofthieves:spawns_splashtails, minecraft:has_structure/ocean_ruin_cold, fishofthieves:spawns_stormfish, fishofthieves:spawns_wildsplash, c:ocean, fishofthieves:spawns_battlegills, minecraft:has_structure/mineshaft, forge:aquatic"
207,"regions_unexplored:old_growth_bayou","minecraft:water_on_map_outlines, naturalist:has_tortoise, fishofthieves:spawns_battlegills, minecraft:increased_fire_burnout, naturalist:has_snail, naturalist:has_alligator, naturalist:has_duck, minecraft:has_closer_water_fog, naturalist:has_dragonfly, naturalist:has_lizard, alexsmobs:spawns_huge_catfish, minecraft:has_structure/ruined_portal_swamp, naturalist:has_snake, minecraft:allows_surface_slime_spawns, forge:is_goblin, forge:is_dense, fishofthieves:spawns_wildsplash, fishofthieves:spawns_muddy_wildsplash, forge:overworld/in, upgrade_aquatic:has_spawn/pike, naturalist:has_butterfly, minecraft:has_structure/stronghold, exoticbirds:is_water_bird_spawn, upgrade_aquatic:has_feature/driftwood_swamp, minecraft:has_structure/mineshaft, forge:is_swamp, fishofthieves:spawns_devilfish, naturalist:has_cardinal, fishofthieves:spawns_moss_islehoppers, c:in_overworld, upgrade_aquatic:has_feature/pickerelweed, fishofthieves:spawns_islehoppers, minecraft:is_overworld, upgrade_aquatic:has_spawn/perch, naturalist:has_catfish, naturalist:has_firefly, forge:is_flutterfly, minecraft:spawns_warm_variant_frogs, naturalist:has_bass, forge:is_dense/overworld"
208,"minecraft:old_growth_birch_forest","goodending:twilight_wildflower_generates, wildernature:spawns_boar, dynamictrees:is_bee_nest_rare, exoticbirds:is_hummingbird_spawn, minecraft:has_structure/ruined_portal_standard, croptopia:has_crop/cauliflower, c:tree_deciduous, minecraft:has_structure/mineshaft, naturalist:has_snail, forge:is_generalnotempcave, forge:is_flutterfly, crittersandcompanions:silk_cocoon_spawns, wildernature:spawns_owl, insects_recrafted:grassybiomes, naturalist:has_boar, forge:forest, forge:is_general, forge:is_dense, wildernature:spawns_hedgehog, minecraft:is_overworld, naturalist:has_firefly, exoticbirds:is_forest_bird_spawn, naturalist:has_cardinal, forge:deciduous/tree, minecraft:stronghold_biased_to, forge:with_default_monster_spawns, croptopia:has_crop/blackberry, forge:is_rare, insects_recrafted:birches, goodending:mossier_cobblestone_boulder_generates, wildernature:remove_wolf, fruitsdelight:vanilla/birch, spawn:small_anthill_generates, projectvibrantjourneys:has_logs/birch, goodending:birch_fallen_log_generates, minecraft:is_forest, croptopia:has_crop/grape, minecraft:has_structure/stronghold, croptopia:has_crop/elderberry, fruitsdelight:plants/pear_biomes, immersive_weathering:has_ivy, croptopia:has_crop/blackbean, bloomingnature:aspen, croptopia:has_crop/spinach, croptopia:has_crop/blueberry, croptopia:has_crop/tomato, c:birch_forest, forge:is_generalcave, croptopia:has_crop/strawberry, naturalist:has_bear, twigs:spawns_twig, croptopia:has_crop/tea_leaves, exoticbirds:is_tropic_bird_spawn, minecraft:has_structure/trail_ruins, quark:has_fallen_birch, fishofthieves:spawns_battlegills, croptopia:has_crop/raspberry, croptopia:has_crop/cantaloupe, forge:overworld/in, croptopia:has_crop/radish, moremobvariants:wolf_woods_spawns, wildernature:spawns_deer, naturalist:has_butterfly, goodending:spicy_wildflower_generates, terralith:has_structure/rubble_forest, forge:is_goblin, naturalist:has_snake, forge:is_dense/overworld, goodending:pastel_wildflower_generates, c:forest, c:climate_temperate, forge:forest/birch, vinery:spawns_grape, naturalist:has_lizard, exoticbirds:is_peafowl_spawn, forge:temperate/climate, delightful:salmonberry_spawns, naturalist:has_deer, bloomingnature:overworld, forge:is_generalnotemp, naturalist:has_robin, croptopia:has_crop/tomatillo, fishofthieves:spawns_devilfish, croptopia:has_crop/celery, c:in_overworld, wildernature:spawns_turkey, waddles:spawn_exclude, fishofthieves:spawns_pondies, naturalist:has_finch, bakery:spawns_strawberries"
209,"biomesoplenty:old_growth_dead_forest","forge:coniferous/tree, forge:taiga, forge:overworld/in, biome_tag_villagers:villager_taiga, bakery:spawns_strawberries, bloomingnature:has_structure/temperate, projectvibrantjourneys:has_logs/spruce, minecraft:is_taiga, naturalist:has_bear, minecraft:has_structure/ruined_portal_standard, c:in_overworld, minecraft:has_structure/stronghold, minecraft:has_structure/mineshaft, minecraft:is_overworld, c:tree_coniferous, forge:is_cold/overworld, minecraft:stronghold_biased_to, twigs:spawns_pebble, forge:is_general, forge:is_cold, projectvibrantjourneys:has_logs/oak, immersive_weathering:has_permafrost, twigs:spawns_twig, fishofthieves:spawns_battlegills, naturalist:has_bluejay, minecraft:has_structure/trail_ruins, forge:is_rare, vinery:spawns_taiga_grape, forge:is_generalcave, c:taiga, exoticbirds:is_forest_bird_spawn, bloomingnature:has_structure/taiga, fishofthieves:spawns_devilfish"
210,"minecraft:old_growth_pine_taiga","fishofthieves:spawns_devilfish, wildernature:remove_wolf, twigs:spawns_pebble, forge:is_general, fruitsdelight:plants/blueberry_biomes, croptopia:has_crop/raspberry, forge:overworld/in, immersive_weathering:has_permafrost, minecraft:has_structure/stronghold, c:tree_coniferous, minecraft:has_structure/ruined_portal_standard, bloomingnature:has_structure/taiga, forge:with_default_monster_spawns, vinery:spawns_taiga_grape, bloomingnature:has_structure/temperate, wildernature:spawns_red_wolf, croptopia:has_crop/blackberry, croptopia:has_crop/rutabaga, insects_recrafted:grassybiomes, projectvibrantjourneys:has_logs/spruce, c:climate_cold, forge:coniferous/tree, fishofthieves:spawns_battlegills, naturalist:has_bluejay, terralith:has_structure/rubble_taiga, bakery:spawns_strawberries, spawn:snail_spawns, exoticbirds:is_forest_bird_spawn, biome_tag_villagers:villager_taiga, forge:is_cold/overworld, croptopia:has_crop/barley, bloomingnature:old_growth_pine_taiga, forge:is_generalcave, minecraft:has_structure/mineshaft, c:in_overworld, naturalist:has_bear, forge:taiga, twigs:spawns_twig, croptopia:has_crop/squash, moremobvariants:wolf_black_spawns, minecraft:has_structure/trail_ruins, minecraft:is_overworld, forge:is_cold, c:taiga, fruitsdelight:plants/hawberry_biomes, backported_wolves:spawns_black_wolf, forge:cold/climate, minecraft:is_taiga, forge:is_coniferous, minecraft:stronghold_biased_to, bloomingnature:overworld, fruitsdelight:vanilla/taiga, croptopia:has_crop/blueberry, croptopia:has_crop/strawberry"
211,"minecraft:old_growth_spruce_taiga","twigs:spawns_twig, c:tree_coniferous, croptopia:has_crop/rutabaga, twigs:spawns_pebble, croptopia:has_crop/squash, croptopia:has_crop/blackberry, forge:is_dense/overworld, forge:is_rare, bloomingnature:has_structure/temperate, fruitsdelight:plants/blueberry_biomes, backported_wolves:spawns_chestnut_wolf, moremobvariants:wolf_chestnut_spawns, fruitsdelight:plants/hawberry_biomes, c:taiga, spawn:snail_spawns, naturalist:has_bear, c:in_overworld, fishofthieves:spawns_devilfish, bakery:spawns_strawberries, croptopia:has_crop/barley, terralith:has_structure/rubble_taiga, minecraft:is_overworld, fishofthieves:spawns_battlegills, bloomingnature:has_structure/taiga, forge:is_flutterfly, forge:taiga, forge:with_default_monster_spawns, minecraft:stronghold_biased_to, minecraft:is_taiga, bloomingnature:old_growth_spruce_taiga, minecraft:has_structure/trail_ruins, projectvibrantjourneys:has_logs/spruce, minecraft:has_structure/stronghold, minecraft:has_structure/ruined_portal_standard, fruitsdelight:vanilla/taiga, immersive_weathering:has_permafrost, forge:coniferous/tree, croptopia:has_crop/raspberry, croptopia:has_crop/blueberry, vinery:spawns_taiga_grape, quark:has_fallen_spruce, naturalist:has_bluejay, forge:overworld/in, insects_recrafted:grassybiomes, forge:is_dense, forge:cold/climate, minecraft:has_structure/mineshaft, biome_tag_villagers:villager_taiga, croptopia:has_crop/strawberry, exoticbirds:is_forest_bird_spawn, bloomingnature:overworld, c:climate_cold, forge:is_goblin"
212,"biomesoplenty:old_growth_woodland","fruitsdelight:plants/apple_biomes, c:in_overworld, sereneseasons:lesser_color_change_biomes, fishofthieves:spawns_battlegills, minecraft:has_structure/trail_ruins, fruitsdelight:plants/orange_biomes, forge:is_flutterfly, minecraft:is_overworld, forge:is_goblin, minecraft:stronghold_biased_to, minecraft:has_structure/stronghold, fruitsdelight:compat/warm, fruitsdelight:plants/pear_biomes, forge:is_dense, forge:overworld/in, fruitsdelight:plants/lemon_biomes, fruitsdelight:plants/kiwi_biomes, fishofthieves:spawns_devilfish, forge:is_dense/overworld, fruitsdelight:plants/fig_biomes, projectvibrantjourneys:has_logs/oak"
213,"biomesoplenty:ominous_woods","immersive_weathering:wet, bloomingnature:has_structure/taiga, fishofthieves:spawns_muddy_wildsplash, forge:is_wet/overworld, bloomingnature:has_structure/temperate, fishofthieves:spawns_islehoppers, biome_tag_villagers:villager_taiga, c:in_overworld, minecraft:has_structure/ruined_portal_standard, forge:is_spooky, naturalist:has_bluejay, sereneseasons:lesser_color_change_biomes, forge:coniferous/tree, minecraft:has_structure/mineshaft, minecraft:is_taiga, naturalist:has_bear, minecraft:has_structure/woodland_mansion, c:taiga, vinery:spawns_taiga_grape, forge:is_generalcave, c:tree_coniferous, forge:taiga, minecraft:stronghold_biased_to, twigs:spawns_pebble, forge:is_general, forge:overworld/in, immersive_weathering:has_permafrost, fishofthieves:spawns_devilfish, minecraft:has_closer_water_fog, forge:is_cold/overworld, fishofthieves:spawns_battlegills, forge:is_wet, forge:is_cold, fishofthieves:spawns_moss_islehoppers, bakery:spawns_strawberries, minecraft:is_overworld, forge:is_rare, forge:is_coniferous, twigs:spawns_twig, minecraft:has_structure/stronghold, exoticbirds:is_forest_bird_spawn, fishofthieves:spawns_wildsplash"
214,"biomesoplenty:orchard","croptopia:has_crop/grape, naturalist:has_robin, fruitsdelight:plants/orange_biomes, c:forest, forge:overworld/in, immersive_weathering:has_ivy, exoticbirds:is_hummingbird_spawn, minecraft:stronghold_biased_to, fishofthieves:spawns_pondies, fruitsdelight:plants/fig_biomes, exoticbirds:is_tropic_bird_spawn, crittersandcompanions:silk_cocoon_spawns, minecraft:has_structure/stronghold, forge:is_plains, croptopia:has_crop/blackberry, wildernature:spawns_turkey, croptopia:has_crop/tomatillo, naturalist:has_snake, croptopia:has_crop/tea_leaves, naturalist:has_butterfly, exoticbirds:is_peafowl_spawn, fruitsdelight:plants/kiwi_biomes, wildernature:spawns_hedgehog, naturalist:has_sparrow, croptopia:has_crop/blueberry, naturalist:has_finch, forge:is_generalnotemp, delightful:salmonberry_spawns, forge:is_eyestalker, minecraft:has_structure/mineshaft, twigs:spawns_twig, wildernature:spawns_deer, minecraft:has_structure/ruined_portal_standard, croptopia:has_crop/elderberry, naturalist:has_lizard, wildernature:spawns_boar, croptopia:has_crop/cantaloupe, naturalist:has_snail, forge:is_general, vinery:spawns_grape, fruitsdelight:plants/apple_biomes, forge:is_goblin, bakery:spawns_strawberries, fruitsdelight:plants/pear_biomes, forge:is_generalnotempcave, minecraft:is_overworld, croptopia:has_crop/spinach, delightful:mini_melon_spawns, naturalist:has_bear, forge:is_sparse/overworld, fishofthieves:spawns_devilfish, fishofthieves:spawns_battlegills, waddles:spawn_exclude, exoticbirds:is_forest_bird_spawn, naturalist:has_firefly, croptopia:has_crop/radish, naturalist:has_boar, forge:is_sparse, naturalist:has_deer, minecraft:is_forest, projectvibrantjourneys:has_logs/oak, fruitsdelight:plants/lemon_biomes, forge:forest, croptopia:has_crop/cauliflower, forge:is_generalcave, croptopia:has_crop/strawberry, fruitsdelight:compat/warm, croptopia:has_crop/celery, spawn:small_anthill_generates, c:in_overworld, forge:is_lush, forge:is_flutterfly, dynamictrees:is_bee_nest_rare, naturalist:has_cardinal, wildernature:spawns_owl, goodending:spicy_wildflower_generates, croptopia:has_crop/tomato, croptopia:has_crop/blackbean, croptopia:has_crop/raspberry"
215,"biomeswevegone:orchard","immersive_weathering:has_ivy, fishofthieves:spawns_battlegills, biomeswevegone:density/dense, minecraft:is_forest, wildernature:spawns_boar, naturalist:has_firefly, spawn:small_anthill_generates, forge:is_flutterfly, naturalist:has_cardinal, forge:is_dense, naturalist:has_deer, forge:is_generalnotemp, exoticbirds:is_tropic_bird_spawn, biomeswevegone:forest, naturalist:has_snake, naturalist:has_finch, minecraft:has_structure/stronghold, exoticbirds:is_forest_bird_spawn, naturalist:has_bear, fishofthieves:spawns_devilfish, naturalist:has_boar, forge:is_dense/overworld, minecraft:has_structure/village_plains, minecraft:has_structure/pillager_outpost, delightful:salmonberry_spawns, wildernature:spawns_hedgehog, dynamictrees:is_bee_nest_rare, goodending:spicy_wildflower_generates, minecraft:has_structure/ruined_portal_standard, forge:is_general, naturalist:has_butterfly, minecraft:is_overworld, naturalist:has_lizard, twigs:spawns_twig, forge:forest, waddles:spawn_exclude, forge:is_goblin, crittersandcompanions:silk_cocoon_spawns, naturalist:has_snail, wildernature:spawns_owl, forge:is_generalnotempcave, c:forest, forge:is_generalcave, wildernature:spawns_deer, wildernature:spawns_turkey, naturalist:has_robin, biomeswevegone:floral, bakery:spawns_strawberries, vinery:spawns_grape, c:in_overworld, forge:overworld/in, biomeswevegone:overworld, exoticbirds:is_hummingbird_spawn, minecraft:has_structure/mineshaft, exoticbirds:is_peafowl_spawn, fishofthieves:spawns_pondies"
216,"regions_unexplored:orchard","forge:is_generalnotempcave, naturalist:has_boar, forge:forest, exoticbirds:is_tropic_bird_spawn, wildernature:spawns_turkey, naturalist:has_robin, naturalist:has_bear, forge:is_general, naturalist:has_lizard, minecraft:has_structure/mineshaft, naturalist:has_snail, fishofthieves:spawns_pondies, immersive_weathering:has_ivy, minecraft:is_overworld, forge:is_generalnotemp, twigs:spawns_twig, delightful:salmonberry_spawns, c:forest, forge:is_generalcave, wildernature:spawns_hedgehog, dynamictrees:is_bee_nest_rare, exoticbirds:is_forest_bird_spawn, minecraft:is_forest, c:in_overworld, fishofthieves:spawns_battlegills, fishofthieves:spawns_devilfish, forge:is_goblin, waddles:spawn_exclude, exoticbirds:is_peafowl_spawn, minecraft:stronghold_biased_to, naturalist:has_firefly, naturalist:has_finch, vinery:spawns_grape, forge:is_flutterfly, forge:overworld/in, naturalist:has_snake, goodending:spicy_wildflower_generates, minecraft:has_structure/ruined_portal_standard, exoticbirds:is_hummingbird_spawn, wildernature:spawns_deer, minecraft:has_structure/stronghold, spawn:small_anthill_generates, naturalist:has_cardinal, naturalist:has_deer, crittersandcompanions:silk_cocoon_spawns, bakery:spawns_strawberries, wildernature:spawns_boar, wildernature:spawns_owl, naturalist:has_butterfly"
217,"terralith:orchid_swamp","croptopia:has_crop/currant, fruitsdelight:plants/mangosteen_biomes, fruitsdelight:compat/hot_humid, naturalist:has_dragonfly, fruitsdelight:plants/mango_biomes, forge:is_swamp, forge:is_wet, c:in_overworld, terralith:has_structure/witch_hut, naturalist:has_cardinal, naturalist:has_snake, forge:is_wet/overworld, forge:overworld/in, minecraft:allows_surface_slime_spawns, immersive_weathering:hot, forge:wet/climate, exoticbirds:is_water_bird_spawn, terralith:all_terralith_biomes_no_mineshafts, naturalist:has_catfish, forge:is_hot/overworld, upgrade_aquatic:has_spawn/perch, fruitsdelight:plants/peach_biomes, forge:is_generalcave, fruitsdelight:plants/cranberry_biomes, naturalist:has_lizard, fishofthieves:spawns_battlegills, c:climate_hot, terralith:all_terralith_biomes, forge:is_goblin, naturalist:has_duck, immersive_weathering:wet, forge:hot/climate, croptopia:has_crop/cranberry, fruitsdelight:plants/durian_biomes, forge:is_general, fishofthieves:spawns_devilfish, projectvibrantjourneys:has_logs/birch, alexsmobs:spawns_huge_catfish, naturalist:has_snail, naturalist:has_firefly, upgrade_aquatic:has_feature/driftwood_swamp, c:climate_wet, minecraft:has_structure/stronghold, minecraft:has_structure/mineshaft, minecraft:has_structure/ruined_portal_swamp, fruitsdelight:plants/lychee_biomes, naturalist:has_alligator, naturalist:has_butterfly, fruitsdelight:plants/bayberry_biomes, croptopia:has_crop/asparagus, naturalist:has_tortoise, minecraft:is_overworld, upgrade_aquatic:has_feature/pickerelweed, forge:swamp, c:swamp, forge:is_hot, biome_tag_villagers:villager_swamp, c:floral, naturalist:has_bass, upgrade_aquatic:has_spawn/pike, forge:floral, croptopia:has_crop/artichoke"
218,"biomesoplenty:origin_valley","forge:is_rare, minecraft:has_structure/stronghold, fishofthieves:spawns_devilfish, minecraft:without_patrol_spawns, c:in_overworld, fishofthieves:spawns_battlegills, minecraft:mineshaft_blocking, minecraft:without_zombie_sieges, minecraft:is_overworld, forge:overworld/in"
219,"blueprint:original_source_marker",""
220,"regions_unexplored:outback","forge:is_hot/overworld, forge:is_desert, alexsmobs:spawns_desert_crocodiles, tumbleweed:whitelist, minecraft:spawns_gold_rabbits, minecraft:spawns_warm_variant_frogs, forge:is_dry/overworld, naturalist:has_cardinal, forge:is_dry, naturalist:has_rattlesnake, immersive_weathering:hot, fishofthieves:spawns_devilfish, forge:is_generalcave, minecraft:has_structure/desert_pyramid, minecraft:has_structure/village_savanna, minecraft:is_overworld, forge:is_sandy, forge:is_hot, c:in_overworld, naturalist:has_tortoise, minecraft:snow_golem_melts, forge:overworld/in, minecraft:has_structure/mineshaft, fishofthieves:spawns_battlegills, minecraft:has_structure/pillager_outpost, minecraft:has_structure/stronghold, minecraft:stronghold_biased_to, naturalist:has_lizard, forge:is_general"
221,"biomeswevegone:overgrowth_woodlands","immersive_weathering:has_ivy, fishofthieves:spawns_battlegills, biomeswevegone:density/dense, minecraft:is_forest, wildernature:spawns_boar, naturalist:has_firefly, biomeswevegone:large_cold_lake, spawn:small_anthill_generates, forge:is_flutterfly, naturalist:has_cardinal, forge:is_dense, naturalist:has_deer, forge:is_generalnotemp, exoticbirds:is_tropic_bird_spawn, biomeswevegone:forest, naturalist:has_snake, naturalist:has_finch, minecraft:has_structure/stronghold, exoticbirds:is_forest_bird_spawn, naturalist:has_bear, fishofthieves:spawns_devilfish, naturalist:has_boar, forge:is_dense/overworld, minecraft:has_structure/village_plains, minecraft:has_structure/pillager_outpost, delightful:salmonberry_spawns, wildernature:spawns_hedgehog, dynamictrees:is_bee_nest_rare, goodending:spicy_wildflower_generates, minecraft:has_structure/ruined_portal_standard, forge:is_general, naturalist:has_butterfly, minecraft:is_overworld, naturalist:has_lizard, twigs:spawns_twig, forge:forest, waddles:spawn_exclude, forge:is_goblin, crittersandcompanions:silk_cocoon_spawns, naturalist:has_snail, wildernature:spawns_owl, forge:is_generalnotempcave, c:forest, forge:is_generalcave, wildernature:spawns_deer, wildernature:spawns_turkey, naturalist:has_robin, bakery:spawns_strawberries, vinery:spawns_grape, c:in_overworld, forge:overworld/in, biomeswevegone:overworld, exoticbirds:is_hummingbird_spawn, minecraft:has_structure/mineshaft, exoticbirds:is_peafowl_spawn, fishofthieves:spawns_pondies"
222,"terralith:painted_mountains","naturalist:has_rattlesnake, forge:is_general, c:mountain, minecraft:has_structure/stronghold, c:mesa, naturalist:has_bluejay, forge:is_hot/overworld, twigs:schist_generates, minecraft:is_overworld, forge:is_mountain, minecraft:spawns_warm_variant_frogs, minecraft:has_structure/mineshaft_mesa, terralith:mystical, forge:is_rare, fishofthieves:spawns_battlegills, tumbleweed:whitelist, c:badlands, goodending:red_sandstone_boulder_generates, forge:mountain, naturalist:has_robin, fishofthieves:spawns_devilfish, naturalist:has_canary, forge:badlands, c:in_overworld, immersive_weathering:has_earthen_clay, forge:mesa, immersive_weathering:hot, minecraft:has_structure/ruined_portal_mountain, naturalist:has_vulture, immersive_weathering:has_lakebed, forge:is_generalcave, minecraft:has_structure/mineshaft, forge:is_dry, terralith:all_terralith_biomes, forge:is_hot, c:climate_hot, forge:overworld/in, c:climate_dry, minecraft:is_badlands, croptopia:has_crop/saguaro, terralith:has_structure/rubble_mesa, naturalist:has_snail, exoticbirds:is_desert_bird_spawn, exoticbirds:is_cassowary_spawn, forge:is_dry/overworld, forge:hot/climate, forge:dry/climate, alexsmobs:spawns_red_gusters"
223,"biomesoplenty:pasture","delightful:mini_melon_spawns, forge:is_dry/overworld, naturalist:has_firefly, minecraft:has_structure/ruined_portal_standard, naturalist:has_butterfly, forge:is_general, minecraft:is_overworld, forge:is_generalnotemp, forge:is_dry, forge:is_goblin, minecraft:has_structure/stronghold, naturalist:has_snail, naturalist:has_snake, forge:is_generalnotempcave, forge:is_generalcave, minecraft:stronghold_biased_to, naturalist:has_robin, c:in_overworld, forge:is_eyestalker, forge:overworld/in, forge:is_plains, exoticbirds:is_hummingbird_spawn, fishofthieves:spawns_devilfish, tumbleweed:whitelist, minecraft:has_structure/mineshaft, exoticbirds:is_peafowl_spawn, naturalist:has_sparrow, fishofthieves:spawns_battlegills"
224,"regions_unexplored:pine_slopes","naturalist:has_canary, forge:is_slope, minecraft:stronghold_biased_to, fishofthieves:spawns_devilfish, naturalist:has_robin, c:in_overworld, fishofthieves:spawns_battlegills, naturalist:has_snail, minecraft:has_structure/stronghold, minecraft:has_structure/mineshaft, forge:overworld/in, naturalist:has_bluejay, forge:is_mountain, twigs:schist_generates, minecraft:is_overworld"
