"ID","Name","Description","Parent"
"insects_recrafted:immunetoevil","[Immune to Evil]","Get the Poison Immunity effect","minecraft:adventure/root"
"largemeals:main/get_hearty_lunch","[largemeals.advancement.get_hearty_lunch]","largemeals.advancement.get_hearty_lunch.desc","farmersdelight:main/craft_knife"
"macawsroofsbyg:recipes/aspen","macawsroofsbyg:recipes/aspen","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/aspen_planks","macawsroofsbyg:recipes/aspen_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/baobab","macawsroofsbyg:recipes/baobab","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/baobab_planks","macawsroofsbyg:recipes/baobab_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/blue_enchanted","macawsroofsbyg:recipes/blue_enchanted","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/blue_enchanted_planks","macawsroofsbyg:recipes/blue_enchanted_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/cika","macawsroofsbyg:recipes/cika","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/cika_planks","macawsroofsbyg:recipes/cika_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/cypress","macawsroofsbyg:recipes/cypress","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/cypress_planks","macawsroofsbyg:recipes/cypress_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/ebony","macawsroofsbyg:recipes/ebony","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/ebony_planks","macawsroofsbyg:recipes/ebony_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/fir","macawsroofsbyg:recipes/fir","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/fir_planks","macawsroofsbyg:recipes/fir_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/florus","macawsroofsbyg:recipes/florus","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/florus_planks","macawsroofsbyg:recipes/florus_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/green_enchanted","macawsroofsbyg:recipes/green_enchanted","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/green_enchanted_planks","macawsroofsbyg:recipes/green_enchanted_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/holly","macawsroofsbyg:recipes/holly","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/holly_planks","macawsroofsbyg:recipes/holly_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/ironwood","macawsroofsbyg:recipes/ironwood","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/ironwood_planks","macawsroofsbyg:recipes/ironwood_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/jacaranda","macawsroofsbyg:recipes/jacaranda","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/jacaranda_planks","macawsroofsbyg:recipes/jacaranda_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/mahogany","macawsroofsbyg:recipes/mahogany","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/mahogany_planks","macawsroofsbyg:recipes/mahogany_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/maple","macawsroofsbyg:recipes/maple","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/maple_planks","macawsroofsbyg:recipes/maple_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/palm","macawsroofsbyg:recipes/palm","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/palm_planks","macawsroofsbyg:recipes/palm_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/pine","macawsroofsbyg:recipes/pine","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/pine_planks","macawsroofsbyg:recipes/pine_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/rainbow_eucalyptus","macawsroofsbyg:recipes/rainbow_eucalyptus","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/rainbow_eucalyptus_planks","macawsroofsbyg:recipes/rainbow_eucalyptus_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/redwood","macawsroofsbyg:recipes/redwood","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/redwood_planks","macawsroofsbyg:recipes/redwood_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/sakura","macawsroofsbyg:recipes/sakura","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/sakura_planks","macawsroofsbyg:recipes/sakura_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/skyris","macawsroofsbyg:recipes/skyris","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/skyris_planks","macawsroofsbyg:recipes/skyris_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/white_mangrove","macawsroofsbyg:recipes/white_mangrove","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/white_mangrove_planks","macawsroofsbyg:recipes/white_mangrove_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/willow","macawsroofsbyg:recipes/willow","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/willow_planks","macawsroofsbyg:recipes/willow_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/witch_hazel","macawsroofsbyg:recipes/witch_hazel","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/witch_hazel_planks","macawsroofsbyg:recipes/witch_hazel_planks","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/zelkova","macawsroofsbyg:recipes/zelkova","<null>","minecraft:recipes/root"
"macawsroofsbyg:recipes/zelkova_planks","macawsroofsbyg:recipes/zelkova_planks","<null>","minecraft:recipes/root"
"mcwfences:recipes/acacia","mcwfences:recipes/acacia","<null>","minecraft:recipes/root"
"mcwfences:recipes/bamboo","mcwfences:recipes/bamboo","<null>","minecraft:recipes/root"
"mcwfences:recipes/birch","mcwfences:recipes/birch","<null>","minecraft:recipes/root"
"mcwfences:recipes/blackstone","mcwfences:recipes/blackstone","<null>","minecraft:recipes/root"
"mcwfences:recipes/crimson","mcwfences:recipes/crimson","<null>","minecraft:recipes/root"
"mcwfences:recipes/dark_oak","mcwfences:recipes/dark_oak","<null>","minecraft:recipes/root"
"mcwfences:recipes/deepslate","mcwfences:recipes/deepslate","<null>","minecraft:recipes/root"
"mcwfences:recipes/end","mcwfences:recipes/end","<null>","minecraft:recipes/root"
"mcwfences:recipes/hedge","mcwfences:recipes/hedge","<null>","minecraft:recipes/root"
"mcwfences:recipes/jungle","mcwfences:recipes/jungle","<null>","minecraft:recipes/root"
"mcwfences:recipes/mangrove","mcwfences:recipes/mangrove","<null>","minecraft:recipes/root"
"mcwfences:recipes/mud_brick","mcwfences:recipes/mud_brick","<null>","minecraft:recipes/root"
"mcwfences:recipes/nether","mcwfences:recipes/nether","<null>","minecraft:recipes/root"
"mcwfences:recipes/oak","mcwfences:recipes/oak","<null>","minecraft:recipes/root"
"mcwfences:recipes/prismarine","mcwfences:recipes/prismarine","<null>","minecraft:recipes/root"
"mcwfences:recipes/quartz","mcwfences:recipes/quartz","<null>","minecraft:recipes/root"
"mcwfences:recipes/sandstone","mcwfences:recipes/sandstone","<null>","minecraft:recipes/root"
"mcwfences:recipes/spruce","mcwfences:recipes/spruce","<null>","minecraft:recipes/root"
"mcwfences:recipes/stone","mcwfences:recipes/stone","<null>","minecraft:recipes/root"
"mcwfences:recipes/warped","mcwfences:recipes/warped","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/dead","mcwfencesbop:recipes/dead","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/dead_hedge","mcwfencesbop:recipes/dead_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/fir","mcwfencesbop:recipes/fir","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/fir_hedge","mcwfencesbop:recipes/fir_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/flowering_oak_hedge","mcwfencesbop:recipes/flowering_oak_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/hellbark","mcwfencesbop:recipes/hellbark","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/hellbark_hedge","mcwfencesbop:recipes/hellbark_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/jacaranda","mcwfencesbop:recipes/jacaranda","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/jacaranda_hedge","mcwfencesbop:recipes/jacaranda_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/magic","mcwfencesbop:recipes/magic","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/magic_hedge","mcwfencesbop:recipes/magic_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/mahogany","mcwfencesbop:recipes/mahogany","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/mahogany_hedge","mcwfencesbop:recipes/mahogany_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/maple_hedge","mcwfencesbop:recipes/maple_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/orange_autumn_hedge","mcwfencesbop:recipes/orange_autumn_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/origin_hedge","mcwfencesbop:recipes/origin_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/palm","mcwfencesbop:recipes/palm","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/palm_hedge","mcwfencesbop:recipes/palm_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/rainbow_birch_hedge","mcwfencesbop:recipes/rainbow_birch_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/redwood","mcwfencesbop:recipes/redwood","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/redwood_hedge","mcwfencesbop:recipes/redwood_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/snowblossom_hedge","mcwfencesbop:recipes/snowblossom_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/umbran","mcwfencesbop:recipes/umbran","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/umbran_hedge","mcwfencesbop:recipes/umbran_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/willow","mcwfencesbop:recipes/willow","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/willow_hedge","mcwfencesbop:recipes/willow_hedge","<null>","minecraft:recipes/root"
"mcwfencesbop:recipes/yellow_autumn_hedge","mcwfencesbop:recipes/yellow_autumn_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/araucaria_hedge","mcwfencesbyg:recipes/araucaria_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/aspen","mcwfencesbyg:recipes/aspen","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/aspen_hedge","mcwfencesbyg:recipes/aspen_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/baobab","mcwfencesbyg:recipes/baobab","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/baobab_hedge","mcwfencesbyg:recipes/baobab_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/black_sandstone","mcwfencesbyg:recipes/black_sandstone","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/blooming_witch_hazel_hedge","mcwfencesbyg:recipes/blooming_witch_hazel_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/blue_enchanted","mcwfencesbyg:recipes/blue_enchanted","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/blue_enchanted_hedge","mcwfencesbyg:recipes/blue_enchanted_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/blue_sandstone","mcwfencesbyg:recipes/blue_sandstone","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/blue_spruce_hedge","mcwfencesbyg:recipes/blue_spruce_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/brown_birch_hedge","mcwfencesbyg:recipes/brown_birch_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/brown_oak_hedge","mcwfencesbyg:recipes/brown_oak_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/cika","mcwfencesbyg:recipes/cika","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/cika_hedge","mcwfencesbyg:recipes/cika_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/cypress","mcwfencesbyg:recipes/cypress","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/cypress_hedge","mcwfencesbyg:recipes/cypress_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/dacite_bricks","mcwfencesbyg:recipes/dacite_bricks","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/ebony","mcwfencesbyg:recipes/ebony","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/ebony_hedge","mcwfencesbyg:recipes/ebony_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/fir","mcwfencesbyg:recipes/fir","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/fir_hedge","mcwfencesbyg:recipes/fir_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/florus","mcwfencesbyg:recipes/florus","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/flowering_indigo_jacaranda_hedge","mcwfencesbyg:recipes/flowering_indigo_jacaranda_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/flowering_ironwood_hedge","mcwfencesbyg:recipes/flowering_ironwood_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/flowering_jacaranda_hedge","mcwfencesbyg:recipes/flowering_jacaranda_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/flowering_orchard_hedge","mcwfencesbyg:recipes/flowering_orchard_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/flowering_palo_verde_hedge","mcwfencesbyg:recipes/flowering_palo_verde_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/flowering_skyris_hedge","mcwfencesbyg:recipes/flowering_skyris_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/flowering_yucca_hedge","mcwfencesbyg:recipes/flowering_yucca_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/green_enchanted","mcwfencesbyg:recipes/green_enchanted","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/green_enchanted_hedge","mcwfencesbyg:recipes/green_enchanted_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/holly","mcwfencesbyg:recipes/holly","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/holly_hedge","mcwfencesbyg:recipes/holly_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/ironwood","mcwfencesbyg:recipes/ironwood","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/ironwood_hedge","mcwfencesbyg:recipes/ironwood_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/jacaranda","mcwfencesbyg:recipes/jacaranda","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/jacaranda_hedge","mcwfencesbyg:recipes/jacaranda_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/mahogany","mcwfencesbyg:recipes/mahogany","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/mahogany_hedge","mcwfencesbyg:recipes/mahogany_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/maple","mcwfencesbyg:recipes/maple","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/maple_hedge","mcwfencesbyg:recipes/maple_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/orange_birch_hedge","mcwfencesbyg:recipes/orange_birch_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/orange_oak_hedge","mcwfencesbyg:recipes/orange_oak_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/orange_spruce_hedge","mcwfencesbyg:recipes/orange_spruce_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/palm","mcwfencesbyg:recipes/palm","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/palm_hedge","mcwfencesbyg:recipes/palm_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/pine","mcwfencesbyg:recipes/pine","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/pine_hedge","mcwfencesbyg:recipes/pine_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/pink_sandstone","mcwfencesbyg:recipes/pink_sandstone","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/purple_sandstone","mcwfencesbyg:recipes/purple_sandstone","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/rainbow_eucalyptus","mcwfencesbyg:recipes/rainbow_eucalyptus","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/rainbow_eucalyptus_hedge","mcwfencesbyg:recipes/rainbow_eucalyptus_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/red_birch_hedge","mcwfencesbyg:recipes/red_birch_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/red_maple_hedge","mcwfencesbyg:recipes/red_maple_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/red_oak_hedge","mcwfencesbyg:recipes/red_oak_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/red_rock_bricks","mcwfencesbyg:recipes/red_rock_bricks","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/red_spruce_hedge","mcwfencesbyg:recipes/red_spruce_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/redwood","mcwfencesbyg:recipes/redwood","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/redwood_hedge","mcwfencesbyg:recipes/redwood_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/sakura","mcwfencesbyg:recipes/sakura","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/skyris","mcwfencesbyg:recipes/skyris","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/skyris_hedge","mcwfencesbyg:recipes/skyris_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/white_mangrove","mcwfencesbyg:recipes/white_mangrove","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/white_mangrove_hedge","mcwfencesbyg:recipes/white_mangrove_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/white_sakura_hedge","mcwfencesbyg:recipes/white_sakura_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/white_sandstone","mcwfencesbyg:recipes/white_sandstone","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/willow","mcwfencesbyg:recipes/willow","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/willow_hedge","mcwfencesbyg:recipes/willow_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/windswept_sandstone","mcwfencesbyg:recipes/windswept_sandstone","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/witch_hazel","mcwfencesbyg:recipes/witch_hazel","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/witch_hazel_hedge","mcwfencesbyg:recipes/witch_hazel_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/yellow_birch_hedge","mcwfencesbyg:recipes/yellow_birch_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/yellow_sakura_hedge","mcwfencesbyg:recipes/yellow_sakura_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/yellow_spruce_hedge","mcwfencesbyg:recipes/yellow_spruce_hedge","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/zelkova","mcwfencesbyg:recipes/zelkova","<null>","minecraft:recipes/root"
"mcwfencesbyg:recipes/zelkova_hedge","mcwfencesbyg:recipes/zelkova_hedge","<null>","minecraft:recipes/root"
"mcwroofs:recipes/acacia","mcwroofs:recipes/acacia","<null>","minecraft:recipes/root"
"mcwroofs:recipes/acacia_planks","mcwroofs:recipes/acacia_planks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/andesite","mcwroofs:recipes/andesite","<null>","minecraft:recipes/root"
"mcwroofs:recipes/awning","mcwroofs:recipes/awning","<null>","minecraft:recipes/root"
"mcwroofs:recipes/bamboo","mcwroofs:recipes/bamboo","<null>","minecraft:recipes/root"
"mcwroofs:recipes/bamboo_mosaic","mcwroofs:recipes/bamboo_mosaic","<null>","minecraft:recipes/root"
"mcwroofs:recipes/bamboo_planks","mcwroofs:recipes/bamboo_planks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/birch","mcwroofs:recipes/birch","<null>","minecraft:recipes/root"
"mcwroofs:recipes/birch_planks","mcwroofs:recipes/birch_planks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/bricks","mcwroofs:recipes/bricks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/cherry","mcwroofs:recipes/cherry","<null>","minecraft:recipes/root"
"mcwroofs:recipes/cherry_planks","mcwroofs:recipes/cherry_planks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/cobblestone","mcwroofs:recipes/cobblestone","<null>","minecraft:recipes/root"
"mcwroofs:recipes/concrete","mcwroofs:recipes/concrete","<null>","minecraft:recipes/root"
"mcwroofs:recipes/crimson","mcwroofs:recipes/crimson","<null>","minecraft:recipes/root"
"mcwroofs:recipes/crimson_planks","mcwroofs:recipes/crimson_planks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/dark_oak","mcwroofs:recipes/dark_oak","<null>","minecraft:recipes/root"
"mcwroofs:recipes/dark_oak_planks","mcwroofs:recipes/dark_oak_planks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/diorite","mcwroofs:recipes/diorite","<null>","minecraft:recipes/root"
"mcwroofs:recipes/granite","mcwroofs:recipes/granite","<null>","minecraft:recipes/root"
"mcwroofs:recipes/grass","mcwroofs:recipes/grass","<null>","minecraft:recipes/root"
"mcwroofs:recipes/gutters","mcwroofs:recipes/gutters","<null>","minecraft:recipes/root"
"mcwroofs:recipes/jungle","mcwroofs:recipes/jungle","<null>","minecraft:recipes/root"
"mcwroofs:recipes/jungle_planks","mcwroofs:recipes/jungle_planks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/mangrove","mcwroofs:recipes/mangrove","<null>","minecraft:recipes/root"
"mcwroofs:recipes/mangrove_planks","mcwroofs:recipes/mangrove_planks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/mud_bricks","mcwroofs:recipes/mud_bricks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/nether_bricks","mcwroofs:recipes/nether_bricks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/oak","mcwroofs:recipes/oak","<null>","minecraft:recipes/root"
"mcwroofs:recipes/oak_planks","mcwroofs:recipes/oak_planks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/prismarine","mcwroofs:recipes/prismarine","<null>","minecraft:recipes/root"
"mcwroofs:recipes/red_nether_bricks","mcwroofs:recipes/red_nether_bricks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/red_sandstone","mcwroofs:recipes/red_sandstone","<null>","minecraft:recipes/root"
"mcwroofs:recipes/sandstone","mcwroofs:recipes/sandstone","<null>","minecraft:recipes/root"
"mcwroofs:recipes/spruce","mcwroofs:recipes/spruce","<null>","minecraft:recipes/root"
"mcwroofs:recipes/spruce_planks","mcwroofs:recipes/spruce_planks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/stone","mcwroofs:recipes/stone","<null>","minecraft:recipes/root"
"mcwroofs:recipes/stone_bricks","mcwroofs:recipes/stone_bricks","<null>","minecraft:recipes/root"
"mcwroofs:recipes/terracotta","mcwroofs:recipes/terracotta","<null>","minecraft:recipes/root"
"mcwroofs:recipes/thatch","mcwroofs:recipes/thatch","<null>","minecraft:recipes/root"
"mcwroofs:recipes/warped","mcwroofs:recipes/warped","<null>","minecraft:recipes/root"
"mcwroofs:recipes/warped_planks","mcwroofs:recipes/warped_planks","<null>","minecraft:recipes/root"
"minecraft:adventure/adventuring_time","[Adventuring Time]","Discover every biome","minecraft:adventure/sleep_in_bed"
"minecraft:adventure/arbalistic","[Arbalistic]","Kill five unique mobs with one crossbow shot","minecraft:adventure/ol_betsy"
"minecraft:adventure/avoid_vibration","[Sneak 100]","Sneak near a Sculk Sensor or Warden to prevent it from detecting you","minecraft:adventure/root"
"minecraft:adventure/bullseye","[Bullseye]","Hit the bullseye of a Target block from at least 30 meters away","minecraft:adventure/shoot_arrow"
"minecraft:adventure/craft_decorated_pot_using_only_sherds","[Careful Restoration]","Make a Decorated Pot out of 4 Pottery Sherds","minecraft:adventure/salvage_sherd"
"minecraft:adventure/fall_from_world_height","[Caves & Cliffs]","Free fall from the top of the world (build limit) to the bottom of the world and survive","minecraft:adventure/root"
"minecraft:adventure/hero_of_the_village","[Hero of the Village]","Successfully defend a village from a raid","minecraft:adventure/voluntary_exile"
"minecraft:adventure/honey_block_slide","[Sticky Situation]","Jump into a Honey Block to break your fall","minecraft:adventure/root"
"minecraft:adventure/kill_a_mob","[Monster Hunter]","Kill any hostile monster","minecraft:adventure/root"
"minecraft:adventure/kill_all_mobs","[Monsters Hunted]","Kill one of every hostile monster","minecraft:adventure/kill_a_mob"
"minecraft:adventure/kill_mob_near_sculk_catalyst","[It Spreads]","Kill a mob near a Sculk Catalyst","minecraft:adventure/kill_a_mob"
"minecraft:adventure/lightning_rod_with_villager_no_fire","[Surge Protector]","Protect a Villager from an undesired shock without starting a fire","minecraft:adventure/root"
"minecraft:adventure/ol_betsy","[Ol' Betsy]","Shoot a Crossbow","minecraft:adventure/root"
"minecraft:adventure/play_jukebox_in_meadows","[Sound of Music]","Make the Meadows come alive with the sound of music from a Jukebox","minecraft:adventure/sleep_in_bed"
"minecraft:adventure/read_power_of_chiseled_bookshelf","[The Power of Books]","Read the power signal of a Chiseled Bookshelf using a Comparator","minecraft:adventure/root"
"minecraft:adventure/root","[Adventure]","Adventure, exploration and combat","-"
"minecraft:adventure/salvage_sherd","[Respecting the Remnants]","Brush a Suspicious block to obtain a Pottery Sherd","minecraft:adventure/root"
"minecraft:adventure/shoot_arrow","[Take Aim]","Shoot something with an Arrow","minecraft:adventure/kill_a_mob"
"minecraft:adventure/sleep_in_bed","[Sweet Dreams]","Sleep in a Bed to change your respawn point","minecraft:adventure/root"
"minecraft:adventure/sniper_duel","[Sniper Duel]","Kill a Skeleton from at least 50 meters away","minecraft:adventure/shoot_arrow"
"minecraft:adventure/spyglass_at_dragon","[Is It a Plane?]","Look at the Ender Dragon through a Spyglass","minecraft:adventure/spyglass_at_ghast"
"minecraft:adventure/spyglass_at_ghast","[Is It a Balloon?]","Look at a Ghast through a Spyglass","minecraft:adventure/spyglass_at_parrot"
"minecraft:adventure/spyglass_at_parrot","[Is It a Bird?]","Look at a Parrot through a Spyglass","minecraft:adventure/root"
"minecraft:adventure/summon_iron_golem","[Hired Help]","Summon an Iron Golem to help defend a village","minecraft:adventure/trade"
"minecraft:adventure/throw_trident","[A Throwaway Joke]","Throw a Trident at something.
Note: Throwing away your only weapon is not a good idea.","upgrade_aquatic:adventure/tooth_fairy"
"minecraft:adventure/totem_of_undying","[Postmortal]","Use a Totem of Undying to cheat death","minecraft:adventure/kill_a_mob"
"minecraft:adventure/trade","[What a Deal!]","Successfully trade with a Villager","minecraft:adventure/root"
"minecraft:adventure/trade_at_world_height","[Star Trader]","Trade with a Villager at the build height limit","minecraft:adventure/trade"
